tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries
877,0,0.5555555555555556,0.5555555555555556,0.0,,0.2962962962962963,,,,22.88888888888889,1,6,27
878,0,0.28,0.28,0.08,,0.48,,,,21,0,1,25
879,0,0.38461538461538464,0.38461538461538464,0.038461538461538464,,0.4230769230769231,,,,21,1,4,26
880,0,0.5135135135135135,0.5135135135135135,0.08108108108108109,,0.2972972972972973,,,,21,0,12,37
881,0,0.27586206896551724,0.27586206896551724,0.10344827586206896,,0.4827586206896552,,,,21,0,2,29
882,0,0.3333333333333333,0.3333333333333333,0.13333333333333333,,0.3333333333333333,,,,22.966666666666665,1,4,30
883,0,0.3333333333333333,0.3333333333333333,0.07407407407407407,,0.48148148148148145,,,,21,0,1,27
884,0,0.25,0.25,0.21428571428571427,,0.42857142857142855,,,,21,0,2,28
885,0,0.4375,0.4375,0.0,,0.5,,,,21,0,3,16
886,0,0.4,0.4,0.06666666666666667,,0.43333333333333335,,,,21,0,3,30
887,0,0.3333333333333333,0.3333333333333333,0.07407407407407407,,0.4444444444444444,,,,21,0,1,27
888,0,0.3448275862068966,0.3448275862068966,0.034482758620689655,,0.4827586206896552,,,,21.448275862068964,1,6,29
889,0,0.4,0.4,0.02857142857142857,,0.37142857142857144,,,,21,1,5,35
890,0,0.5185185185185185,0.5185185185185185,0.1111111111111111,,0.2222222222222222,,,,21,0,2,27
891,0,0.23529411764705882,0.23529411764705882,0.029411764705882353,,0.5294117647058824,,,,21.470588235294116,1,7,34
892,0,0.2916666666666667,0.2916666666666667,0.125,,0.5,,,,21,0,3,24
893,0,0.46875,0.46875,0.125,,0.15625,,,,21.75,4,5,32
894,0,0.16666666666666666,0.16666666666666666,0.1111111111111111,,0.3333333333333333,,,,21,0,2,18
895,0,0.3333333333333333,0.3333333333333333,0.0,,0.4444444444444444,,,,21,0,1,18
896,0,0.3125,0.3125,0.125,,0.4375,,,,21,0,10,32
897,0,0.4411764705882353,0.4411764705882353,0.11764705882352941,,0.38235294117647056,,,,21,0,5,34
898,0,0.30434782608695654,0.30434782608695654,0.043478260869565216,,0.5217391304347826,,,,21,0,5,23
899,0,0.5862068965517241,0.5862068965517241,0.06896551724137931,,0.2413793103448276,,,,21,0,1,29
900,0,0.4090909090909091,0.4090909090909091,0.045454545454545456,,0.45454545454545453,,,,21,0,2,22
901,0,0.2692307692307692,0.2692307692307692,0.07692307692307693,,0.4230769230769231,,,,21,0,3,26
902,0,0.35294117647058826,0.35294117647058826,0.058823529411764705,,0.5,,,,21,0,15,34
903,0,0.48,0.48,0.12,,0.36,,,,21.32,1,8,25
904,0,0.44,0.44,0.2,,0.24,,,,21,2,7,25
905,0,0.3157894736842105,0.3157894736842105,0.10526315789473684,,0.42105263157894735,,,,22.36842105263158,8,7,19
906,0,0.4,0.4,0.26666666666666666,,0.26666666666666666,,,,21,0,9,30
907,0,0.5294117647058824,0.5294117647058824,0.058823529411764705,,0.23529411764705882,,,,21,0,1,17
908,0,0.4117647058823529,0.4117647058823529,0.11764705882352941,,0.35294117647058826,,,,21,1,4,34
909,0,0.3684210526315789,0.3684210526315789,0.05263157894736842,,0.47368421052631576,,,,23,1,8,19
910,0,0.4642857142857143,0.4642857142857143,0.10714285714285714,,0.25,,,,21,0,9,28
911,0,0.3103448275862069,0.3103448275862069,0.10344827586206896,,0.41379310344827586,,,,22.96551724137931,1,10,29
912,0,0.43478260869565216,0.43478260869565216,0.0,,0.34782608695652173,,,,21,0,1,23
913,0,0.23809523809523808,0.23809523809523808,0.09523809523809523,,0.42857142857142855,,,,21.428571428571427,1,5,21
