tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries
877,0,0.1724137931034483,0.1724137931034483,0.13793103448275862,,0.5517241379310345,,,,21.103448275862068,3,3,29
878,0,0.23529411764705882,0.23529411764705882,0.11764705882352941,,0.4117647058823529,,,,21,0,1,34
879,0,0.4583333333333333,0.4583333333333333,0.125,,0.3333333333333333,,,,21,0,1,24
880,0,0.44,0.44,0.12,,0.32,,,,21.44,1,2,25
881,0,0.3953488372093023,0.3953488372093023,0.13953488372093023,,0.3488372093023256,,,,21,0,1,43
882,0,0.043478260869565216,0.043478260869565216,0.13043478260869565,,0.5217391304347826,,,,21,0,3,23
883,0,0.32,0.32,0.12,,0.36,,,,21,0,2,25
884,0,0.3,0.3,0.1,,0.4,,,,25.166666666666668,8,11,30
885,0,0.4074074074074074,0.4074074074074074,0.14814814814814814,,0.4074074074074074,,,,21.40740740740741,1,7,27
886,0,0.34375,0.34375,0.09375,,0.34375,,,,21,0,3,32
887,0,0.35714285714285715,0.35714285714285715,0.14285714285714285,,0.42857142857142855,,,,21.178571428571427,2,6,28
888,0,0.4666666666666667,0.4666666666666667,0.03333333333333333,,0.4,,,,21,0,1,30
889,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.5357142857142857,,,,21,0,2,28
890,0,0.4375,0.4375,0.03125,,0.40625,,,,23,0,19,32
891,0,0.4444444444444444,0.4444444444444444,0.1111111111111111,,0.3333333333333333,,,,21.194444444444443,3,5,36
892,0,0.2916666666666667,0.2916666666666667,0.125,,0.4166666666666667,,,,21.5,3,7,24
893,0,0.52,0.52,0.04,,0.36,,,,21,0,2,25
894,0,0.3225806451612903,0.3225806451612903,0.16129032258064516,,0.3225806451612903,,,,21,0,1,31
895,0,0.4,0.4,0.05714285714285714,,0.4,,,,21.085714285714285,1,7,35
896,0,0.47619047619047616,0.47619047619047616,0.09523809523809523,,0.2857142857142857,,,,21,0,1,21
897,0,0.2,0.2,0.13333333333333333,,0.43333333333333335,,,,21.133333333333333,1,11,30
898,0,0.16,0.16,0.12,,0.44,,,,21,0,2,25
899,0,0.2777777777777778,0.2777777777777778,0.0,,0.5555555555555556,,,,21,0,3,18
900,0,0.39473684210526316,0.39473684210526316,0.10526315789473684,,0.2631578947368421,,,,21.36842105263158,2,15,38
901,0,0.39285714285714285,0.39285714285714285,0.10714285714285714,,0.39285714285714285,,,,21,0,1,28
902,0,0.3793103448275862,0.3793103448275862,0.13793103448275862,,0.41379310344827586,,,,21,0,5,29
903,0,0.3076923076923077,0.3076923076923077,0.11538461538461539,,0.4230769230769231,,,,21,0,1,26
904,0,0.3333333333333333,0.3333333333333333,0.047619047619047616,,0.5238095238095238,,,,21.095238095238095,3,8,21
905,0,0.42105263157894735,0.42105263157894735,0.10526315789473684,,0.2631578947368421,,,,22.05263157894737,3,7,19
906,0,0.38095238095238093,0.38095238095238093,0.14285714285714285,,0.3333333333333333,,,,21,0,5,21
907,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.2962962962962963,,,,21,0,2,27
908,0,0.4,0.4,0.0,,0.32,,,,21,0,6,25
909,0,0.41379310344827586,0.41379310344827586,0.034482758620689655,,0.4482758620689655,,,,21.17241379310345,1,15,29
910,0,0.25,0.25,0.10714285714285714,,0.42857142857142855,,,,23,0,19,28
911,0,0.3448275862068966,0.3448275862068966,0.10344827586206896,,0.3103448275862069,,,,25.620689655172413,8,28,29
912,0,0.2608695652173913,0.2608695652173913,0.13043478260869565,,0.5652173913043478,,,,21,0,2,23
913,0,0.28,0.28,0.08,,0.36,,,,20.64,1,3,25
914,0,0.4,0.4,0.16,,0.32,,,,21,0,1,25
915,0,0.28125,0.28125,0.09375,,0.53125,,,,21.03125,0,10,32
916,0,0.2916666666666667,0.2916666666666667,0.08333333333333333,,0.5,,,,21,0,1,24
917,0,0.3157894736842105,0.3157894736842105,0.13157894736842105,,0.3157894736842105,,,,21.236842105263158,4,15,38
918,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,,0.4230769230769231,,,,21.03846153846154,1,12,26
919,0,0.375,0.375,0.041666666666666664,,0.5,,,,21,0,8,24
920,0,0.6,0.6,0.12,,0.2,,,,21,0,12,25
