tunnel_id,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,total_queries,successful_queries,success_rate_pct,duration_seconds,label,ts_start_utc,ts_end_utc,accepted,insert_position
877,none,none,benign,realistic,myfea.org,24,24,100.0,298.60323333740234,0,2026-01-06T15:32:29.244031,2026-01-06T15:37:27.847265,1,-1
878,none,none,benign,realistic,seal-easternnc.bbb.org,26,26,100.0,293.4067795276642,0,2026-01-06T15:32:29.369944,2026-01-06T15:37:22.776724,1,-1
879,none,none,benign,realistic,raspi-fb897d85.home,19,19,100.0,292.4369020462036,0,2026-01-06T15:32:29.463923,2026-01-06T15:37:21.900825,1,-1
880,none,none,benign,realistic,consejosparamujeresponds.com,41,41,100.0,283.180296421051,0,2026-01-06T15:32:29.873044,2026-01-06T15:37:13.053341,1,-1
881,none,none,benign,realistic,alco-magazin065.site,28,28,100.0,287.86425495147705,0,2026-01-06T15:32:30.485471,2026-01-06T15:37:18.349725,1,-1
882,none,none,benign,realistic,mue1-ncs-ds-prod-pip-blue-stack-std.eastus.cloudapp.azure.com,31,31,100.0,291.56390833854675,0,2026-01-06T15:32:31.096569,2026-01-06T15:37:22.660477,1,-1
883,none,none,benign,realistic,toystory2-lefilm.com,34,34,100.0,282.90650177001953,0,2026-01-06T15:32:31.407511,2026-01-06T15:37:14.314013,1,-1
884,none,none,benign,realistic,mikrotik-4b791ea1.local,24,24,100.0,270.00096678733826,0,2026-01-06T15:32:32.322873,2026-01-06T15:37:02.323840,1,-1
885,none,none,benign,realistic,assets.guernseypress.com,27,27,100.0,292.8717932701111,0,2026-01-06T15:32:33.812749,2026-01-06T15:37:26.684542,1,-1
886,none,none,benign,realistic,m.maxmodels.pl,29,29,100.0,287.3998899459839,0,2026-01-06T15:32:35.872959,2026-01-06T15:37:23.272849,1,-1
887,none,none,benign,realistic,marseillecongres.com,29,29,100.0,278.8119876384735,0,2026-01-06T15:32:36.271619,2026-01-06T15:37:15.083607,1,-1
888,none,none,benign,realistic,hdonline.eu,26,26,100.0,273.9345397949219,0,2026-01-06T15:32:38.121914,2026-01-06T15:37:12.056454,1,-1
889,none,none,benign,realistic,opusgroup0-my.sharepoint.com,25,25,100.0,276.693550825119,0,2026-01-06T15:32:39.603396,2026-01-06T15:37:16.296947,1,-1
890,none,none,benign,realistic,mis-rule-admin.dvb.corpinter.net,22,22,100.0,272.84110975265503,0,2026-01-06T15:32:40.349011,2026-01-06T15:37:13.190121,1,-1
891,none,none,benign,realistic,konbanegacrorepati.in,21,21,100.0,275.5171992778778,0,2026-01-06T15:32:42.124493,2026-01-06T15:37:17.641693,1,-1
892,none,none,benign,realistic,1etnxqd5psz3g5koi16q.org,23,23,100.0,252.14739608764648,0,2026-01-06T15:32:45.114478,2026-01-06T15:36:57.261874,1,-1
893,none,none,benign,realistic,kkwbeauty.com,32,32,100.0,277.4456970691681,0,2026-01-06T15:32:47.936523,2026-01-06T15:37:25.382220,1,-1
894,none,none,benign,realistic,irobot.pt,31,31,100.0,278.76281929016113,0,2026-01-06T15:32:48.592659,2026-01-06T15:37:27.355479,1,-1
895,none,none,benign,realistic,jira-sei.harness.io,31,31,100.0,271.5191593170166,0,2026-01-06T15:32:49.415727,2026-01-06T15:37:20.934886,1,-1
896,none,none,benign,realistic,esp32-059de526.home,22,22,100.0,213.19573378562927,0,2026-01-06T15:33:12.606708,2026-01-06T15:36:45.802441,1,-1
897,none,none,benign,realistic,konbanegacrorepati.in,25,25,100.0,294.3124039173126,0,2026-01-06T15:37:28.414385,2026-01-06T15:42:22.726789,1,-1
898,none,none,benign,realistic,assets.guernseypress.com,24,24,100.0,265.72777009010315,0,2026-01-06T15:37:28.574808,2026-01-06T15:41:54.302578,1,-1
899,none,none,benign,realistic,mis-rule-admin.dvb.corpinter.net,30,30,100.0,290.6157114505768,0,2026-01-06T15:37:29.402145,2026-01-06T15:42:20.017857,1,-1
900,none,none,benign,realistic,m.maxmodels.pl,27,27,100.0,295.0510997772217,0,2026-01-06T15:37:29.687638,2026-01-06T15:42:24.738738,1,-1
901,none,none,benign,realistic,myfea.org,27,27,100.0,296.37599444389343,0,2026-01-06T15:37:29.884926,2026-01-06T15:42:26.260921,1,-1
902,none,none,benign,realistic,seal-easternnc.bbb.org,29,29,100.0,296.1369879245758,0,2026-01-06T15:37:30.598760,2026-01-06T15:42:26.735748,1,-1
903,none,none,benign,realistic,jira-sei.harness.io,32,32,100.0,285.68484234809875,0,2026-01-06T15:37:31.154020,2026-01-06T15:42:16.838862,1,-1
