tunnel_id,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,total_queries,successful_queries,success_rate_pct,duration_seconds,label,ts_start_utc,ts_end_utc,accepted,insert_position
877,none,none,benign,realistic,symantec.tt.omtrdc.net,20,20,100.0,297.671010017395,0,2026-01-08T20:45:21.021790,2026-01-08T20:50:18.692800,1,-1
878,none,none,benign,realistic,j01q18akp5gsym2hda16z6bhz.org,21,21,100.0,284.3360126018524,0,2026-01-08T20:45:21.630010,2026-01-08T20:50:05.966023,1,-1
879,none,none,benign,realistic,dsm40prdapp22-canary.centralus.cloudapp.azure.com,21,21,100.0,293.31799125671387,0,2026-01-08T20:45:23.188221,2026-01-08T20:50:16.506212,1,-1
880,none,none,benign,realistic,belikeshiva.com,23,23,100.0,240.97090339660645,0,2026-01-08T20:45:24.368697,2026-01-08T20:49:25.339601,1,-1
881,none,none,benign,realistic,www.giac.org,29,29,100.0,274.5679621696472,0,2026-01-08T20:45:25.144803,2026-01-08T20:49:59.712765,1,-1
882,none,none,benign,realistic,mikrotik-c3a78d57.gw,26,26,100.0,289.62211418151855,0,2026-01-08T20:45:25.710328,2026-01-08T20:50:15.332442,1,-1
883,none,none,benign,realistic,analytics.behr.com,29,29,100.0,285.7698531150818,0,2026-01-08T20:45:26.489800,2026-01-08T20:50:12.259653,1,-1
884,none,none,benign,realistic,derp23c.tailscale.com,27,27,100.0,292.8346643447876,0,2026-01-08T20:45:27.146044,2026-01-08T20:50:19.980708,1,-1
885,none,none,benign,realistic,event-bqnkp6rtnown.cloudfront.com,29,29,100.0,286.0569877624512,0,2026-01-08T20:45:28.662036,2026-01-08T20:50:14.719024,1,-1
886,none,none,benign,realistic,www.wane.com,17,17,100.0,290.0323975086212,0,2026-01-08T20:45:29.278372,2026-01-08T20:50:19.310769,1,-1
887,none,none,benign,realistic,starofservice.ru,31,31,100.0,286.4993300437927,0,2026-01-08T20:45:30.892065,2026-01-08T20:50:17.391395,1,-1
888,none,none,benign,realistic,numeriqueci.click,24,24,100.0,286.573504447937,0,2026-01-08T20:45:31.505812,2026-01-08T20:50:18.079316,1,-1
889,none,none,benign,realistic,fortinet-block-page-55.fortinet.com,20,20,100.0,277.35313987731934,0,2026-01-08T20:45:33.097088,2026-01-08T20:50:10.450228,1,-1
890,none,none,benign,realistic,cash-pro.com,26,26,100.0,275.2838053703308,0,2026-01-08T20:45:35.414037,2026-01-08T20:50:10.697842,1,-1
891,none,none,benign,realistic,rational-racoon.de,23,23,100.0,268.79767322540283,0,2026-01-08T20:45:35.977642,2026-01-08T20:50:04.775316,1,-1
892,none,none,benign,realistic,ashproxy.kdc.capitalone.com,19,19,100.0,265.895325422287,0,2026-01-08T20:45:39.433708,2026-01-08T20:50:05.329034,1,-1
893,none,none,benign,realistic,mikrotik-a1d32ed8.gw,24,24,100.0,253.60537600517273,0,2026-01-08T20:45:42.589493,2026-01-08T20:49:56.194869,1,-1
894,none,none,benign,realistic,vavada-c9.ru,28,28,100.0,262.0766816139221,0,2026-01-08T20:45:44.981706,2026-01-08T20:50:07.058388,1,-1
895,none,none,benign,realistic,bfan.link,30,30,100.0,266.70177936553955,0,2026-01-08T20:45:49.189474,2026-01-08T20:50:15.891253,1,-1
896,none,none,benign,realistic,arduino-bc036e38.wifi,26,26,100.0,237.6167414188385,0,2026-01-08T20:46:13.431327,2026-01-08T20:50:11.048069,1,-1
897,none,none,benign,realistic,starofservice.ru,29,29,100.0,294.3196954727173,0,2026-01-08T20:50:20.539173,2026-01-08T20:55:14.858868,1,-1
898,none,none,benign,realistic,dsm40prdapp22-canary.centralus.cloudapp.azure.com,19,19,100.0,268.7649435997009,0,2026-01-08T20:50:21.154202,2026-01-08T20:54:49.919146,1,-1
899,none,none,benign,realistic,belikeshiva.com,28,28,100.0,296.5858850479126,0,2026-01-08T20:50:21.770360,2026-01-08T20:55:18.356246,1,-1
900,none,none,benign,realistic,www.wane.com,27,27,100.0,290.1682040691376,0,2026-01-08T20:50:22.576068,2026-01-08T20:55:12.744272,1,-1
901,none,none,benign,realistic,analytics.behr.com,24,24,100.0,293.99700117111206,0,2026-01-08T20:50:22.962459,2026-01-08T20:55:16.959460,1,-1
902,none,none,benign,realistic,derp23c.tailscale.com,26,26,100.0,286.2807376384735,0,2026-01-08T20:50:23.346029,2026-01-08T20:55:09.626767,1,-1
903,none,none,benign,realistic,vavada-c9.ru,26,26,100.0,271.59678959846497,0,2026-01-08T20:50:24.257369,2026-01-08T20:54:55.854158,1,-1
904,none,none,benign,realistic,fortinet-block-page-55.fortinet.com,24,24,100.0,288.13677740097046,0,2026-01-08T20:50:25.991254,2026-01-08T20:55:14.128031,1,-1
905,none,none,benign,realistic,www.giac.org,27,27,100.0,279.4220051765442,0,2026-01-08T20:50:26.652051,2026-01-08T20:55:06.074057,1,-1
906,none,none,benign,realistic,numeriqueci.click,31,31,100.0,292.3813216686249,0,2026-01-08T20:50:27.344748,2026-01-08T20:55:19.726070,1,-1
907,none,none,benign,realistic,j01q18akp5gsym2hda16z6bhz.org,25,25,100.0,275.6615433692932,0,2026-01-08T20:50:28.109984,2026-01-08T20:55:03.771528,1,-1
908,none,none,benign,realistic,symantec.tt.omtrdc.net,24,24,100.0,287.7111029624939,0,2026-01-08T20:50:29.060426,2026-01-08T20:55:16.771528,1,-1
909,none,none,benign,realistic,arduino-bc036e38.wifi,18,18,100.0,254.0446903705597,0,2026-01-08T20:50:29.617485,2026-01-08T20:54:43.662175,1,-1
910,none,none,benign,realistic,mikrotik-a1d32ed8.gw,29,29,100.0,277.57252979278564,0,2026-01-08T20:50:31.478169,2026-01-08T20:55:09.050699,1,-1
911,none,none,benign,realistic,rational-racoon.de,24,24,100.0,234.2610056400299,0,2026-01-08T20:50:33.075081,2026-01-08T20:54:27.336086,1,-1
912,none,none,benign,realistic,cash-pro.com,25,25,100.0,258.2935211658478,0,2026-01-08T20:50:33.507033,2026-01-08T20:54:51.800555,1,-1
913,none,none,benign,realistic,bfan.link,26,26,100.0,278.097398519516,0,2026-01-08T20:50:38.037884,2026-01-08T20:55:16.135282,1,-1
914,none,none,benign,realistic,mikrotik-c3a78d57.gw,23,23,100.0,266.9003312587738,0,2026-01-08T20:50:44.520383,2026-01-08T20:55:11.420714,1,-1
915,none,none,benign,realistic,event-bqnkp6rtnown.cloudfront.com,21,21,100.0,269.9688415527344,0,2026-01-08T20:50:45.290999,2026-01-08T20:55:15.259840,1,-1
916,none,none,benign,realistic,ashproxy.kdc.capitalone.com,37,37,100.0,267.7569589614868,0,2026-01-08T20:50:49.942877,2026-01-08T20:55:17.699836,1,-1
917,none,none,benign,realistic,mikrotik-c3a78d57.gw,37,37,100.0,295.24274611473083,0,2026-01-08T20:55:20.289516,2026-01-08T21:00:15.532262,1,-1
918,none,none,benign,realistic,dsm40prdapp22-canary.centralus.cloudapp.azure.com,25,25,100.0,293.1662800312042,0,2026-01-08T20:55:20.908108,2026-01-08T21:00:14.074388,1,-1
919,none,none,benign,realistic,symantec.tt.omtrdc.net,26,26,100.0,285.0014925003052,0,2026-01-08T20:55:22.519565,2026-01-08T21:00:07.521057,1,-1
920,none,none,benign,realistic,mikrotik-a1d32ed8.gw,28,28,100.0,296.3910799026489,0,2026-01-08T20:55:23.641247,2026-01-08T21:00:20.032327,1,-1
921,none,none,benign,realistic,event-bqnkp6rtnown.cloudfront.com,22,22,100.0,292.3270637989044,0,2026-01-08T20:55:24.363473,2026-01-08T21:00:16.690537,1,-1
922,none,none,benign,realistic,starofservice.ru,35,35,100.0,294.62807846069336,0,2026-01-08T20:55:24.974141,2026-01-08T21:00:19.602219,1,-1
923,none,none,benign,realistic,analytics.behr.com,30,30,100.0,292.4377853870392,0,2026-01-08T20:55:26.620843,2026-01-08T21:00:19.058629,1,-1
924,none,none,benign,realistic,numeriqueci.click,29,29,100.0,282.614896774292,0,2026-01-08T20:55:27.235137,2026-01-08T21:00:09.850034,1,-1
925,none,none,benign,realistic,bfan.link,23,23,100.0,289.61917328834534,0,2026-01-08T20:55:27.890018,2026-01-08T21:00:17.509192,1,-1
926,none,none,benign,realistic,www.giac.org,34,34,100.0,287.36368346214294,0,2026-01-08T20:55:31.640601,2026-01-08T21:00:19.004284,1,-1
927,none,none,benign,realistic,www.wane.com,29,29,100.0,286.80634927749634,0,2026-01-08T20:55:32.385857,2026-01-08T21:00:19.192206,1,-1
928,none,none,benign,realistic,j01q18akp5gsym2hda16z6bhz.org,32,32,100.0,272.59410786628723,0,2026-01-08T20:55:32.997305,2026-01-08T21:00:05.591413,1,-1
929,none,none,benign,realistic,arduino-bc036e38.wifi,18,18,100.0,286.3246099948883,0,2026-01-08T20:55:33.554888,2026-01-08T21:00:19.879498,1,-1
930,none,none,benign,realistic,ashproxy.kdc.capitalone.com,22,22,100.0,267.8415412902832,0,2026-01-08T20:55:34.266709,2026-01-08T21:00:02.108251,1,-1
931,none,none,benign,realistic,derp23c.tailscale.com,28,28,100.0,281.2586576938629,0,2026-01-08T20:55:34.881280,2026-01-08T21:00:16.139938,1,-1
932,none,none,benign,realistic,rational-racoon.de,26,26,100.0,270.4561598300934,0,2026-01-08T20:55:37.278413,2026-01-08T21:00:07.734573,1,-1
933,none,none,benign,realistic,cash-pro.com,33,33,100.0,275.81906938552856,0,2026-01-08T20:55:39.154333,2026-01-08T21:00:14.973402,1,-1
934,none,none,benign,realistic,vavada-c9.ru,30,30,100.0,267.81170415878296,0,2026-01-08T20:55:41.337265,2026-01-08T21:00:09.148969,1,-1
935,none,none,benign,realistic,fortinet-block-page-55.fortinet.com,22,22,100.0,269.46237897872925,0,2026-01-08T20:55:49.350426,2026-01-08T21:00:18.812805,1,-1
936,none,none,benign,realistic,belikeshiva.com,25,25,100.0,251.96245741844177,0,2026-01-08T20:56:07.390546,2026-01-08T21:00:19.353003,1,-1
937,none,none,benign,realistic,www.wane.com,42,42,100.0,299.06786608695984,0,2026-01-08T21:00:20.238278,2026-01-08T21:05:19.306144,1,-1
938,none,none,benign,realistic,j01q18akp5gsym2hda16z6bhz.org,23,23,100.0,292.34504103660583,0,2026-01-08T21:00:20.949314,2026-01-08T21:05:13.294355,1,-1
939,none,none,benign,realistic,mikrotik-a1d32ed8.gw,28,28,100.0,260.5933680534363,0,2026-01-08T21:00:21.507331,2026-01-08T21:04:42.100699,1,-1
940,none,none,benign,realistic,starofservice.ru,32,32,100.0,290.042423248291,0,2026-01-08T21:00:22.387555,2026-01-08T21:05:12.429979,1,-1
941,none,none,benign,realistic,fortinet-block-page-55.fortinet.com,19,19,100.0,270.8792610168457,0,2026-01-08T21:00:22.985463,2026-01-08T21:04:53.864724,1,-1
942,none,none,benign,realistic,www.giac.org,21,21,100.0,268.8424894809723,0,2026-01-08T21:00:23.525923,2026-01-08T21:04:52.368413,1,-1
943,none,none,benign,realistic,analytics.behr.com,27,27,100.0,266.8395564556122,0,2026-01-08T21:00:24.913985,2026-01-08T21:04:51.753542,1,-1
944,none,none,benign,realistic,bfan.link,33,33,100.0,291.39274311065674,0,2026-01-08T21:00:26.011462,2026-01-08T21:05:17.404206,1,-1
945,none,none,benign,realistic,mikrotik-c3a78d57.gw,30,30,100.0,285.15437150001526,0,2026-01-08T21:00:26.572934,2026-01-08T21:05:11.727305,1,-1
946,none,none,benign,realistic,rational-racoon.de,23,23,100.0,276.882363319397,0,2026-01-08T21:00:29.344329,2026-01-08T21:05:06.226693,1,-1
947,none,none,benign,realistic,dsm40prdapp22-canary.centralus.cloudapp.azure.com,40,40,100.0,288.3532099723816,0,2026-01-08T21:00:29.667221,2026-01-08T21:05:18.020431,1,-1
948,none,none,benign,realistic,arduino-bc036e38.wifi,26,26,100.0,284.93216586112976,0,2026-01-08T21:00:30.623869,2026-01-08T21:05:15.556035,1,-1
949,none,none,benign,realistic,ashproxy.kdc.capitalone.com,20,20,100.0,277.56728768348694,0,2026-01-08T21:00:31.234704,2026-01-08T21:05:08.801992,1,-1
950,none,none,benign,realistic,vavada-c9.ru,27,26,96.29629629629629,275.02623295783997,0,2026-01-08T21:00:32.256320,2026-01-08T21:05:07.282553,1,-1
951,none,none,benign,realistic,derp23c.tailscale.com,27,27,100.0,286.5041847229004,0,2026-01-08T21:00:33.471326,2026-01-08T21:05:19.975511,1,-1
952,none,none,benign,realistic,symantec.tt.omtrdc.net,26,26,100.0,226.33962225914001,0,2026-01-08T21:00:37.551752,2026-01-08T21:04:23.891375,1,-1
953,none,none,benign,realistic,belikeshiva.com,28,28,100.0,271.8665750026703,0,2026-01-08T21:00:37.608684,2026-01-08T21:05:09.475259,1,-1
954,none,none,benign,realistic,cash-pro.com,31,31,100.0,264.12800121307373,0,2026-01-08T21:00:39.306822,2026-01-08T21:05:03.434823,1,-1
955,none,none,benign,realistic,event-bqnkp6rtnown.cloudfront.com,29,29,100.0,271.6243200302124,0,2026-01-08T21:00:44.490609,2026-01-08T21:05:16.114929,1,-1
956,none,none,benign,realistic,numeriqueci.click,21,21,100.0,255.52494287490845,0,2026-01-08T21:00:53.070074,2026-01-08T21:05:08.595017,1,-1
957,none,none,benign,realistic,analytics.behr.com,20,20,100.0,254.11832213401794,0,2026-01-08T21:05:20.776231,2026-01-08T21:09:34.894553,1,-1
958,none,none,benign,realistic,www.wane.com,34,34,100.0,289.9931626319885,0,2026-01-08T21:05:20.886507,2026-01-08T21:10:10.879670,1,-1
959,none,none,benign,realistic,j01q18akp5gsym2hda16z6bhz.org,33,33,100.0,295.3694078922272,0,2026-01-08T21:05:21.020309,2026-01-08T21:10:16.389717,1,-1
960,none,none,benign,realistic,derp23c.tailscale.com,30,30,100.0,292.43721413612366,0,2026-01-08T21:05:21.199309,2026-01-08T21:10:13.636523,1,-1
961,none,none,benign,realistic,belikeshiva.com,23,23,100.0,288.9118707180023,0,2026-01-08T21:05:22.532684,2026-01-08T21:10:11.444555,1,-1
962,none,none,benign,realistic,www.giac.org,21,21,100.0,231.87406134605408,0,2026-01-08T21:05:22.666595,2026-01-08T21:09:14.540656,1,-1
963,none,none,benign,realistic,dsm40prdapp22-canary.centralus.cloudapp.azure.com,29,29,100.0,291.91276931762695,0,2026-01-08T21:05:23.669901,2026-01-08T21:10:15.582670,1,-1
964,none,none,benign,realistic,arduino-bc036e38.wifi,35,35,100.0,259.1102077960968,0,2026-01-08T21:05:24.152108,2026-01-08T21:09:43.262316,1,-1
965,none,none,benign,realistic,symantec.tt.omtrdc.net,33,33,100.0,289.3834218978882,0,2026-01-08T21:05:24.918046,2026-01-08T21:10:14.301468,1,-1
966,none,none,benign,realistic,bfan.link,30,30,100.0,291.969619512558,0,2026-01-08T21:05:24.979686,2026-01-08T21:10:16.949305,1,-1
967,none,none,benign,realistic,starofservice.ru,29,29,100.0,249.80249404907227,0,2026-01-08T21:05:25.538528,2026-01-08T21:09:35.341022,1,-1
968,none,none,benign,realistic,mikrotik-a1d32ed8.gw,33,33,100.0,269.8872935771942,0,2026-01-08T21:05:25.782594,2026-01-08T21:09:55.669888,1,-1
969,none,none,benign,realistic,vavada-c9.ru,31,31,100.0,291.4895374774933,0,2026-01-08T21:05:26.480824,2026-01-08T21:10:17.970362,1,-1
970,none,none,benign,realistic,fortinet-block-page-55.fortinet.com,24,24,100.0,292.32537722587585,0,2026-01-08T21:05:27.029988,2026-01-08T21:10:19.355366,1,-1
971,none,none,benign,realistic,cash-pro.com,26,26,100.0,291.3275842666626,0,2026-01-08T21:05:27.193382,2026-01-08T21:10:18.520966,1,-1
972,none,none,benign,realistic,rational-racoon.de,26,26,100.0,222.0424599647522,0,2026-01-08T21:05:30.718438,2026-01-08T21:09:12.760898,1,-1
973,none,none,benign,realistic,mikrotik-c3a78d57.gw,28,28,100.0,276.5017898082733,0,2026-01-08T21:05:33.036505,2026-01-08T21:10:09.538295,1,-1
974,none,none,benign,realistic,event-bqnkp6rtnown.cloudfront.com,27,27,100.0,269.53824257850647,0,2026-01-08T21:05:33.652457,2026-01-08T21:10:03.190700,1,-1
975,none,none,benign,realistic,numeriqueci.click,33,33,100.0,283.28359389305115,0,2026-01-08T21:05:36.531631,2026-01-08T21:10:19.815225,1,-1
976,none,none,benign,realistic,ashproxy.kdc.capitalone.com,26,26,100.0,261.0749008655548,0,2026-01-08T21:05:43.774334,2026-01-08T21:10:04.849235,1,-1
977,none,none,benign,realistic,event-bqnkp6rtnown.cloudfront.com,25,25,100.0,299.05122995376587,0,2026-01-08T21:10:20.429849,2026-01-08T21:15:19.481079,1,-1
978,none,none,benign,realistic,www.wane.com,29,29,100.0,291.87792444229126,0,2026-01-08T21:10:21.037734,2026-01-08T21:15:12.915658,1,-1
979,none,none,benign,realistic,belikeshiva.com,27,27,100.0,283.2205739021301,0,2026-01-08T21:10:21.599060,2026-01-08T21:15:04.819634,1,-1
980,none,none,benign,realistic,www.giac.org,27,27,100.0,271.65179204940796,0,2026-01-08T21:10:22.771548,2026-01-08T21:14:54.423340,1,-1
981,none,none,benign,realistic,cash-pro.com,42,42,100.0,295.17227935791016,0,2026-01-08T21:10:23.421855,2026-01-08T21:15:18.594134,1,-1
982,none,none,benign,realistic,fortinet-block-page-55.fortinet.com,28,28,100.0,289.5002977848053,0,2026-01-08T21:10:24.117415,2026-01-08T21:15:13.617713,1,-1
983,none,none,benign,realistic,rational-racoon.de,21,21,100.0,270.5531656742096,0,2026-01-08T21:10:24.426661,2026-01-08T21:14:54.979827,1,-1
984,none,none,benign,realistic,dsm40prdapp22-canary.centralus.cloudapp.azure.com,33,33,100.0,282.5713531970978,0,2026-01-08T21:10:24.648779,2026-01-08T21:15:07.220132,1,-1
985,none,none,benign,realistic,symantec.tt.omtrdc.net,26,26,100.0,282.0419192314148,0,2026-01-08T21:10:25.735273,2026-01-08T21:15:07.777192,1,-1
986,none,none,benign,realistic,mikrotik-a1d32ed8.gw,31,31,100.0,281.64773869514465,0,2026-01-08T21:10:26.354633,2026-01-08T21:15:08.002372,1,-1
987,none,none,benign,realistic,vavada-c9.ru,25,25,100.0,247.5943706035614,0,2026-01-08T21:10:28.344231,2026-01-08T21:14:35.938602,1,-1
988,none,none,benign,realistic,numeriqueci.click,28,28,100.0,281.03006625175476,0,2026-01-08T21:10:30.157188,2026-01-08T21:15:11.187254,1,-1
989,none,none,benign,realistic,bfan.link,26,26,100.0,280.6219267845154,0,2026-01-08T21:10:34.818383,2026-01-08T21:15:15.440309,1,-1
990,none,none,benign,realistic,analytics.behr.com,24,24,100.0,262.9614622592926,0,2026-01-08T21:10:35.283396,2026-01-08T21:14:58.244858,1,-1
991,none,none,benign,realistic,j01q18akp5gsym2hda16z6bhz.org,27,27,100.0,275.7577166557312,0,2026-01-08T21:10:36.040231,2026-01-08T21:15:11.797947,1,-1
992,none,none,benign,realistic,arduino-bc036e38.wifi,30,30,100.0,281.24132537841797,0,2026-01-08T21:10:36.098465,2026-01-08T21:15:17.339790,1,-1
993,none,none,benign,realistic,derp23c.tailscale.com,27,27,100.0,258.9841523170471,0,2026-01-08T21:10:36.609208,2026-01-08T21:14:55.593360,1,-1
994,none,none,benign,realistic,starofservice.ru,24,24,100.0,276.3835377693176,0,2026-01-08T21:10:39.614136,2026-01-08T21:15:15.997674,1,-1
