tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
877,0,0.41379310344827586,0.41379310344827586,0.10344827586206896,,0.3448275862068966,,,,19.448275862068964,0,2,29,"{'CNAME', 'AAAA', 'MX', 'TXT', 'NULL', 'A'}",none,none,benign,,wikiporsesh.ir,0.896551724137931,1702.0,17203.0,1
878,0,0.52,0.52,0.08,,0.28,,,,21,0,1,25,"{'NS', 'AAAA', 'TXT', 'NULL', 'A'}",none,none,benign,,yaijlrfcjn32ykqjgzo.org,1.0,1689.0,16773.0,1
879,0,0.3448275862068966,0.3448275862068966,0.06896551724137931,,0.5172413793103449,,,,20.586206896551722,0,8,29,"{'CNAME', 'AAAA', 'TXT', 'NULL', 'A'}",none,none,benign,,base4.com,0.9655172413793103,1555.0,18384.0,1
880,0,0.24,0.24,0.24,,0.24,,,,21,1,3,25,"{'NS', 'A', 'CNAME', 'AAAA', 'MX', 'TXT', 'NULL'}",none,none,benign,,boerneloppen.dk,1.0,1488.0,16109.0,1
881,0,0.5,0.5,0.13333333333333333,,0.3333333333333333,,,,21,0,1,30,"{'AAAA', 'A', 'TXT', 'NULL'}",none,none,benign,,aeroyee.us,1.0,1635.0,18765.0,1
882,0,0.3076923076923077,0.3076923076923077,0.10256410256410256,,0.46153846153846156,,,,21,0,5,39,"{'CNAME', 'AAAA', 'MX', 'TXT', 'NULL', 'A'}",none,none,benign,,n5dsct.akamai.net,1.0,2398.0,25874.0,1
883,0,0.4117647058823529,0.4117647058823529,0.058823529411764705,,0.4117647058823529,,,,21,0,3,34,"{'NS', 'CNAME', 'AAAA', 'MX', 'TXT', 'NULL', 'A'}",none,none,benign,,gq02uteq296tcgrsajs.com,1.0,2297.0,22500.0,1
884,0,0.3181818181818182,0.3181818181818182,0.13636363636363635,,0.4090909090909091,,,,21,0,1,22,"{'NS', 'CNAME', 'AAAA', 'TXT', 'A'}",none,none,benign,,d8ooap.org,1.0,1199.0,14243.0,1
885,0,0.44,0.44,0.12,,0.24,,,,23,0,19,25,"{'NS', 'CNAME', 'AAAA', 'TXT', 'NULL', 'A'}",none,none,benign,,esp32-2ff035fa.local,1.0,1610.0,19663.0,1
886,0,0.25,0.25,0.15625,,0.46875,,,,21.0625,1,6,32,"{'NS', 'CNAME', 'AAAA', 'MX', 'TXT', 'NULL', 'A'}",none,none,benign,,jonas-spb.com,1.0,1834.0,20307.0,1
