tunnel_id,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,total_queries,successful_queries,success_rate_pct,duration_seconds,label,ts_start_utc,ts_end_utc,accepted,insert_position
877,none,none,benign,realistic,wikiporsesh.ir,29,26,89.65517241379311,288.1806812286377,0,2025-12-30T19:53:37.459764,2025-12-30T19:58:25.640445,1,-1
878,none,none,benign,realistic,yaijlrfcjn32ykqjgzo.org,25,25,100.0,293.97938656806946,0,2025-12-30T19:53:37.625497,2025-12-30T19:58:31.604883,1,-1
879,none,none,benign,realistic,base4.com,29,28,96.55172413793103,297.4430513381958,0,2025-12-30T19:53:38.488228,2025-12-30T19:58:35.931279,1,-1
880,none,none,benign,realistic,boerneloppen.dk,25,25,100.0,290.7021949291229,0,2025-12-30T19:53:39.523936,2025-12-30T19:58:30.226131,1,-1
881,none,none,benign,realistic,aeroyee.us,30,30,100.0,295.1748204231262,0,2025-12-30T19:53:39.997799,2025-12-30T19:58:35.172620,1,-1
882,none,none,benign,realistic,n5dsct.akamai.net,39,39,100.0,289.6926784515381,0,2025-12-30T19:53:41.153631,2025-12-30T19:58:30.846309,1,-1
883,none,none,benign,realistic,gq02uteq296tcgrsajs.com,34,34,100.0,285.27691769599915,0,2025-12-30T19:53:41.474622,2025-12-30T19:58:26.751540,1,-1
884,none,none,benign,realistic,d8ooap.org,22,22,100.0,289.626846075058,0,2025-12-30T19:53:42.700766,2025-12-30T19:58:32.327612,1,-1
885,none,none,benign,realistic,esp32-2ff035fa.local,25,25,100.0,249.82150316238403,0,2025-12-30T19:53:44.568796,2025-12-30T19:57:54.390299,1,-1
886,none,none,benign,realistic,jonas-spb.com,32,32,100.0,275.63805389404297,0,2025-12-30T19:53:45.362873,2025-12-30T19:58:21.000926,1,-1
887,none,none,benign,realistic,prod-game-gcx.disney-solitaire.app,28,28,100.0,280.55787658691406,0,2025-12-30T19:53:47.135458,2025-12-30T19:58:27.693335,1,-1
888,none,none,benign,realistic,champ.aero,26,26,100.0,273.89923763275146,0,2025-12-30T19:53:47.753511,2025-12-30T19:58:21.652749,1,-1
889,none,none,benign,realistic,9um9fnys6m.org,40,40,100.0,269.67671394348145,0,2025-12-30T19:53:48.372972,2025-12-30T19:58:18.049686,1,-1
890,none,none,benign,realistic,live04.delivery.twentythree.com,32,32,100.0,267.5965151786804,0,2025-12-30T19:53:49.177926,2025-12-30T19:58:16.774441,1,-1
891,none,none,benign,realistic,www4.cbox.ws,30,30,100.0,263.42806601524353,0,2025-12-30T19:53:53.952131,2025-12-30T19:58:17.380197,1,-1
892,none,none,benign,realistic,esp8266-d3e265ba.local,23,23,100.0,255.3434281349182,0,2025-12-30T19:53:55.728349,2025-12-30T19:58:11.071777,1,-1
893,none,none,benign,realistic,raspi-e81f1cc8.wifi,21,21,100.0,258.8111343383789,0,2025-12-30T19:53:57.014914,2025-12-30T19:58:15.826049,1,-1
894,none,none,benign,realistic,w6n3rj52vsl.io,36,36,100.0,274.4994194507599,0,2025-12-30T19:54:00.112454,2025-12-30T19:58:34.611874,1,-1
895,none,none,benign,realistic,jvg4qqfqt7arfph8jrj21s7x.com,25,25,100.0,275.3588557243347,0,2025-12-30T19:54:01.132131,2025-12-30T19:58:36.490986,1,-1
