tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
877,0,0.1724137931034483,0.1724137931034483,0.13793103448275862,,0.5517241379310345,,,,21.103448275862068,3,3,29,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,siggi.cloud,1.0,1604.0,18693.0,1
878,0,0.23529411764705882,0.23529411764705882,0.11764705882352941,,0.4117647058823529,,,,21,0,1,34,"{'TXT', 'NS', 'NULL', 'CNAME', 'AAAA', 'A'}",none,none,benign,,st3tobhixr49urtxk6rkchiyu.org,1.0,2499.0,23258.0,1
879,0,0.4583333333333333,0.4583333333333333,0.125,,0.3333333333333333,,,,21,0,1,24,"{'TXT', 'NULL', 'AAAA', 'A', 'MX'}",none,none,benign,,tplink-96d04660.gw,1.0,1497.0,15259.0,1
880,0,0.44,0.44,0.12,,0.32,,,,21.44,1,2,25,"{'TXT', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,carpro-us.com,1.0,1436.0,16894.0,1
881,0,0.3953488372093023,0.3953488372093023,0.13953488372093023,,0.3488372093023256,,,,21,0,1,43,"{'TXT', 'NS', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,y5f1n4ygj4geoqll0jdxku3u.org,1.0,3115.0,29295.0,1
882,0,0.043478260869565216,0.043478260869565216,0.13043478260869565,,0.5217391304347826,,,,21,0,3,23,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,api.monobank.ua,1.0,1367.0,15133.0,1
883,0,0.32,0.32,0.12,,0.36,,,,21,0,2,25,"{'TXT', 'NS', 'NULL', 'AAAA', 'A', 'MX'}",none,none,benign,,4f9l1yhi558nnf14d5.net,1.0,1663.0,16507.0,1
884,0,0.3,0.3,0.1,,0.4,,,,25.166666666666668,8,11,30,"{'TXT', 'NS', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,lonelywifehookup.com,1.0,1937.0,26496.0,1
885,0,0.4074074074074074,0.4074074074074074,0.14814814814814814,,0.4074074074074074,,,,21.40740740740741,1,7,27,"{'TXT', 'A', 'AAAA', 'MX'}",none,none,benign,,gmntelecom.com.br,1.0,1654.0,18165.0,1
886,0,0.34375,0.34375,0.09375,,0.34375,,,,21,0,3,32,"{'TXT', 'NS', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,azlb-haproxy-trans.softcoin.com,1.0,2419.0,22134.0,1
887,0,0.35714285714285715,0.35714285714285715,0.14285714285714285,,0.42857142857142855,,,,21.178571428571427,2,6,28,"{'TXT', 'NS', 'A', 'AAAA'}",none,none,benign,,parusyug.ru,1.0,1549.0,17591.0,1
888,0,0.4666666666666667,0.4666666666666667,0.03333333333333333,,0.4,,,,21,0,1,30,"{'TXT', 'NULL', 'AAAA', 'A', 'MX'}",none,none,benign,,j4hd3ere7cnunvs9x4n.com,1.0,2022.0,19834.0,1
889,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.5357142857142857,,,,21,0,2,28,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A'}",none,none,benign,,manual.ssp-group.azure.bmw.cloud,1.0,2142.0,19799.0,1
890,0,0.4375,0.4375,0.03125,,0.40625,,,,23,0,19,32,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,tplink-a0f5bddc.local,1.0,2094.0,25224.0,1
891,0,0.4444444444444444,0.4444444444444444,0.1111111111111111,,0.3333333333333333,,,,21.194444444444443,3,5,36,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,thirstyfornews.com,1.0,2241.0,24256.0,1
892,0,0.2916666666666667,0.2916666666666667,0.125,,0.4166666666666667,,,,21.5,3,7,24,"{'TXT', 'NS', 'CNAME', 'A', 'AAAA'}",none,none,benign,,yousee.dk,1.0,1280.0,16245.0,1
893,0,0.52,0.52,0.04,,0.36,,,,21,0,2,25,"{'TXT', 'NS', 'NULL', 'A', 'AAAA'}",none,none,benign,,dmedia.imgag.com,1.0,1512.0,16388.0,1
894,0,0.3225806451612903,0.3225806451612903,0.16129032258064516,,0.3225806451612903,,,,21,0,1,31,"{'TXT', 'NS', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,tplink-d4deba86.gw,1.0,1935.0,19731.0,1
895,0,0.4,0.4,0.05714285714285714,,0.4,,,,21.085714285714285,1,7,35,"{'TXT', 'NS', 'NULL', 'A', 'AAAA', 'MX'}",none,none,benign,,eds.com,1.0,1805.0,22493.0,1
896,0,0.47619047619047616,0.47619047619047616,0.09523809523809523,,0.2857142857142857,,,,21,0,1,21,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A'}",none,none,benign,,analytics-yla5mf56z8ws.msft.com,1.0,1582.0,14284.0,1
897,0,0.2,0.2,0.13333333333333333,,0.43333333333333335,,,,21.133333333333333,1,11,30,"{'TXT', 'NS', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,eds.com,1.0,1540.0,19255.0,1
898,0,0.16,0.16,0.12,,0.44,,,,21,0,2,25,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,j4hd3ere7cnunvs9x4n.com,1.0,1684.0,16587.0,1
899,0,0.2777777777777778,0.2777777777777778,0.0,,0.5555555555555556,,,,21,0,3,18,"{'TXT', 'A', 'CNAME', 'NULL'}",none,none,benign,,api.monobank.ua,1.0,1069.0,11818.0,1
900,0,0.39473684210526316,0.39473684210526316,0.10526315789473684,,0.2631578947368421,,,,21.36842105263158,2,15,38,"{'NS', 'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,parusyug.ru,1.0,2110.0,23918.0,1
901,0,0.39285714285714285,0.39285714285714285,0.10714285714285714,,0.39285714285714285,,,,21,0,1,28,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,tplink-96d04660.gw,1.0,1750.0,17814.0,1
902,0,0.3793103448275862,0.3793103448275862,0.13793103448275862,,0.41379310344827586,,,,21,0,5,29,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,azlb-haproxy-trans.softcoin.com,1.0,2189.0,20044.0,1
903,0,0.3076923076923077,0.3076923076923077,0.11538461538461539,,0.4230769230769231,,,,21,0,1,26,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,y5f1n4ygj4geoqll0jdxku3u.org,1.0,1886.0,17728.0,1
904,0,0.3333333333333333,0.3333333333333333,0.047619047619047616,,0.5238095238095238,,,,21.095238095238095,3,8,21,"{'TXT', 'NULL', 'A', 'AAAA', 'MX'}",none,none,benign,,siggi.cloud,1.0,1166.0,13315.0,1
905,0,0.42105263157894735,0.42105263157894735,0.10526315789473684,,0.2631578947368421,,,,22.05263157894737,3,7,19,"{'TXT', 'NS', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,yousee.dk,1.0,1017.0,13722.0,1
906,0,0.38095238095238093,0.38095238095238093,0.14285714285714285,,0.3333333333333333,,,,21,0,5,21,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,dmedia.imgag.com,1.0,1268.0,13708.0,1
907,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.2962962962962963,,,,21,0,2,27,"{'TXT', 'NS', 'CNAME', 'A', 'AAAA'}",none,none,benign,,manual.ssp-group.azure.bmw.cloud,1.0,2062.0,19062.0,1
908,0,0.4,0.4,0.0,,0.32,,,,21,0,6,25,"{'TXT', 'NS', 'NULL', 'CNAME', 'A', 'MX'}",none,none,benign,,analytics-yla5mf56z8ws.msft.com,1.0,1884.0,17004.0,1
909,0,0.41379310344827586,0.41379310344827586,0.034482758620689655,,0.4482758620689655,,,,21.17241379310345,1,15,29,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,gmntelecom.com.br,1.0,1782.0,19315.0,1
910,0,0.25,0.25,0.10714285714285714,,0.42857142857142855,,,,23,0,19,28,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,tplink-a0f5bddc.local,1.0,1827.0,22089.0,1
911,0,0.3448275862068966,0.3448275862068966,0.10344827586206896,,0.3103448275862069,,,,25.620689655172413,8,28,29,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,lonelywifehookup.com,1.0,1867.0,25853.0,1
912,0,0.2608695652173913,0.2608695652173913,0.13043478260869565,,0.5652173913043478,,,,21,0,2,23,"{'TXT', 'CNAME', 'A', 'AAAA'}",none,none,benign,,tplink-d4deba86.gw,1.0,1431.0,14647.0,1
913,0,0.28,0.28,0.08,,0.36,,,,20.64,1,3,25,"{'TXT', 'NS', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,carpro-us.com,0.96,1438.0,16246.0,1
914,0,0.4,0.4,0.16,,0.32,,,,21,0,1,25,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,st3tobhixr49urtxk6rkchiyu.org,1.0,1834.0,17082.0,1
915,0,0.28125,0.28125,0.09375,,0.53125,,,,21.03125,0,10,32,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,thirstyfornews.com,1.0,1999.0,21480.0,1
916,0,0.2916666666666667,0.2916666666666667,0.08333333333333333,,0.5,,,,21,0,1,24,"{'TXT', 'NS', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,4f9l1yhi558nnf14d5.net,1.0,1596.0,15853.0,1
917,0,0.3157894736842105,0.3157894736842105,0.13157894736842105,,0.3157894736842105,,,,21.236842105263158,4,15,38,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,thirstyfornews.com,1.0,2371.0,25500.0,1
918,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,,0.4230769230769231,,,,21.03846153846154,1,12,26,"{'TXT', 'CNAME', 'A', 'AAAA'}",none,none,benign,,eds.com,1.0,1337.0,16613.0,1
919,0,0.375,0.375,0.041666666666666664,,0.5,,,,21,0,8,24,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,analytics-yla5mf56z8ws.msft.com,1.0,1813.0,16327.0,1
920,0,0.6,0.6,0.12,,0.2,,,,21,0,12,25,"{'TXT', 'AAAA', 'A', 'NULL'}",none,none,benign,,dmedia.imgag.com,1.0,1510.0,16410.0,1
921,0,0.35294117647058826,0.35294117647058826,0.058823529411764705,,0.47058823529411764,,,,21,0,2,34,"{'TXT', 'NS', 'NULL', 'A', 'AAAA', 'MX'}",none,none,benign,,tplink-96d04660.gw,1.0,2125.0,21628.0,1
922,0,0.32,0.32,0.08,,0.48,,,,21.64,3,12,25,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,yousee.dk,1.0,1335.0,17217.0,1
923,0,0.41379310344827586,0.41379310344827586,0.034482758620689655,,0.3448275862068966,,,,21,0,3,29,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,manual.ssp-group.azure.bmw.cloud,1.0,2217.0,20446.0,1
924,0,0.15789473684210525,0.15789473684210525,0.10526315789473684,,0.42105263157894735,,,,23,0,12,19,"{'TXT', 'NS', 'NULL', 'A', 'AAAA', 'MX'}",none,none,benign,,tplink-a0f5bddc.local,1.0,1242.0,14992.0,1
925,0,0.3125,0.3125,0.03125,,0.5,,,,25.5,8,53,32,"{'TXT', 'NULL', 'A', 'AAAA', 'MX'}",none,none,benign,,lonelywifehookup.com,1.0,2064.0,29180.0,1
926,0,0.5263157894736842,0.5263157894736842,0.15789473684210525,,0.2631578947368421,,,,21,0,1,19,"{'TXT', 'A', 'CNAME', 'AAAA'}",none,none,benign,,tplink-d4deba86.gw,1.0,1184.0,12082.0,1
927,0,0.37037037037037035,0.37037037037037035,0.07407407407407407,,0.4074074074074074,,,,21,0,8,27,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,azlb-haproxy-trans.softcoin.com,1.0,2039.0,18660.0,1
928,0,0.3448275862068966,0.3448275862068966,0.1724137931034483,,0.3448275862068966,,,,21.24137931034483,1,4,29,"{'TXT', 'NS', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,carpro-us.com,1.0,1667.0,19212.0,1
929,0,0.37037037037037035,0.37037037037037035,0.18518518518518517,,0.2962962962962963,,,,21.22222222222222,1,20,27,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,gmntelecom.com.br,1.0,1661.0,18036.0,1
930,0,0.42857142857142855,0.42857142857142855,0.17857142857142858,,0.35714285714285715,,,,21,0,1,28,"{'TXT', 'A', 'AAAA', 'MX'}",none,none,benign,,4f9l1yhi558nnf14d5.net,1.0,1863.0,18484.0,1
931,0,0.38095238095238093,0.38095238095238093,0.19047619047619047,,0.2857142857142857,,,,21,0,1,21,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A', 'MX'}",none,none,benign,,j4hd3ere7cnunvs9x4n.com,1.0,1415.0,13903.0,1
932,0,0.28,0.28,0.12,,0.44,,,,21,0,3,25,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A'}",none,none,benign,,api.monobank.ua,1.0,1487.0,16422.0,1
933,0,0.32142857142857145,0.32142857142857145,0.03571428571428571,,0.5357142857142857,,,,21.214285714285715,1,15,28,"{'TXT', 'NS', 'NULL', 'A', 'AAAA', 'MX'}",none,none,benign,,parusyug.ru,1.0,1550.0,17604.0,1
934,0,0.3333333333333333,0.3333333333333333,0.125,,0.3333333333333333,,,,21,0,1,24,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,st3tobhixr49urtxk6rkchiyu.org,1.0,1763.0,16411.0,1
935,0,0.34615384615384615,0.34615384615384615,0.038461538461538464,,0.3076923076923077,,,,21.115384615384617,3,8,26,"{'NS', 'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,siggi.cloud,1.0,1441.0,16448.0,1
936,0,0.2727272727272727,0.2727272727272727,0.18181818181818182,,0.36363636363636365,,,,21,0,1,22,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA'}",none,none,benign,,y5f1n4ygj4geoqll0jdxku3u.org,1.0,1590.0,15006.0,1
937,0,0.2413793103448276,0.2413793103448276,0.10344827586206896,,0.5517241379310345,,,,21,0,7,29,"{'TXT', 'NS', 'CNAME', 'A', 'AAAA'}",none,none,benign,,azlb-haproxy-trans.softcoin.com,1.0,2186.0,20055.0,1
938,0,0.3,0.3,0.16666666666666666,,0.4666666666666667,,,,21,0,2,30,"{'TXT', 'NULL', 'CNAME', 'AAAA', 'A'}",none,none,benign,,j4hd3ere7cnunvs9x4n.com,1.0,2024.0,19865.0,1
939,0,0.23809523809523808,0.23809523809523808,0.047619047619047616,,0.47619047619047616,,,,23,0,13,21,"{'TXT', 'NULL', 'CNAME', 'A', 'AAAA', 'MX'}",none,none,benign,,tplink-a0f5bddc.local,1.0,1376.0,16585.0,1
