tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
877,0,0.5555555555555556,0.5555555555555556,0.0,,0.2962962962962963,,,,22.88888888888889,1,6,27,"{'CNAME', 'A', 'TXT', 'NS'}",none,none,benign,,rr3---sn-gjo-qj5s.googlevideo.com,1.0,2093.0,20483.0,1
878,0,0.28,0.28,0.08,,0.48,,,,21,0,1,25,"{'CNAME', 'A', 'NULL', 'AAAA', 'MX', 'TXT'}",none,none,benign,,waws-prod-sn1-177.sip.azurewebsites.windows.net,1.0,2285.0,18182.0,1
879,0,0.38461538461538464,0.38461538461538464,0.038461538461538464,,0.4230769230769231,,,,21,1,4,26,"{'CNAME', 'A', 'NULL', 'AAAA', 'NS', 'TXT'}",none,none,benign,,eyecatch.at,1.0,1442.0,16611.0,1
880,0,0.5135135135135135,0.5135135135135135,0.08108108108108109,,0.2972972972972973,,,,21,0,12,37,"{'CNAME', 'A', 'NULL', 'AAAA', 'TXT'}",none,none,benign,,arduino-f3bec9de.home,1.0,2418.0,24455.0,1
881,0,0.27586206896551724,0.27586206896551724,0.10344827586206896,,0.4827586206896552,,,,21,0,2,29,"{'CNAME', 'A', 'NULL', 'AAAA', 'TXT'}",none,none,benign,,apigw.iqiyi.com,1.0,1723.0,18677.0,1
882,0,0.3333333333333333,0.3333333333333333,0.13333333333333333,,0.3333333333333333,,,,22.966666666666665,1,4,30,"{'CNAME', 'A', 'NULL', 'AAAA', 'NS', 'TXT'}",none,none,benign,,r3---sn-vgqsrnl6.googlevideo.com,1.0,2295.0,22736.0,1
883,0,0.3333333333333333,0.3333333333333333,0.07407407407407407,,0.48148148148148145,,,,21,0,1,27,"{'CNAME', 'A', 'AAAA', 'NS', 'TXT'}",none,none,benign,,sya3644u.org,1.0,1526.0,17576.0,1
884,0,0.25,0.25,0.21428571428571427,,0.42857142857142855,,,,21,0,2,28,"{'A', 'NULL', 'AAAA', 'NS', 'TXT'}",none,none,benign,,leonbets-rbh.site,1.0,1719.0,18299.0,1
885,0,0.4375,0.4375,0.0,,0.5,,,,21,0,3,16,"{'CNAME', 'A', 'TXT'}",none,none,benign,,heyboxbj.max-c.com,1.0,1000.0,10509.0,1
886,0,0.4,0.4,0.06666666666666667,,0.43333333333333335,,,,21,0,3,30,"{'CNAME', 'A', 'NULL', 'AAAA', 'TXT'}",none,none,benign,,metrics-gsdaxc30e1dy.cloudfront.com,1.0,2387.0,21044.0,1
887,0,0.3333333333333333,0.3333333333333333,0.07407407407407407,,0.4444444444444444,,,,21,0,1,27,"{'CNAME', 'A', 'NULL', 'AAAA', 'MX', 'TXT'}",none,none,benign,,guzenka.myiplist.com,1.0,1743.0,17732.0,1
888,0,0.3448275862068966,0.3448275862068966,0.034482758620689655,,0.4827586206896552,,,,21.448275862068964,1,6,29,"{'CNAME', 'A', 'NULL', 'AAAA', 'NS', 'TXT'}",none,none,benign,,osor-promet.hr,1.0,1693.0,19592.0,1
889,0,0.4,0.4,0.02857142857142857,,0.37142857142857144,,,,21,1,5,35,"{'CNAME', 'A', 'NULL', 'AAAA', 'TXT'}",none,none,benign,,pornfck.com,1.0,1941.0,22130.0,1
890,0,0.5185185185185185,0.5185185185185185,0.1111111111111111,,0.2222222222222222,,,,21,0,2,27,"{'CNAME', 'A', 'NULL', 'AAAA', 'TXT'}",none,none,benign,,rxakrsq50mtit3ljshu.net,1.0,1822.0,17863.0,1
891,0,0.23529411764705882,0.23529411764705882,0.029411764705882353,,0.5294117647058824,,,,21.470588235294116,1,7,34,"{'CNAME', 'A', 'NULL', 'AAAA', 'MX', 'NS', 'TXT'}",none,none,benign,,itravelsoftware.com,1.0,2154.0,23051.0,1
892,0,0.2916666666666667,0.2916666666666667,0.125,,0.5,,,,21,0,3,24,"{'AAAA', 'A', 'TXT', 'NULL'}",none,none,benign,,ws.ale.dradis.netflix.com,1.0,1663.0,16226.0,1
893,0,0.46875,0.46875,0.125,,0.15625,,,,21.75,4,5,32,"{'CNAME', 'A', 'NULL', 'AAAA', 'MX', 'NS', 'TXT'}",none,none,benign,,magische-spiegelungen.de,1.0,2189.0,22907.0,1
