tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
877,0,0.3076923076923077,0.3076923076923077,0.1794871794871795,,0.46153846153846156,,,,21,0,3,39,"{'AAAA', 'A', 'CNAME', 'TXT'}",none,none,benign,,one-possibility.click,1.0,2557.0,25442.0,1
878,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,,0.45454545454545453,,,,21,0,1,22,"{'AAAA', 'A', 'TXT'}",none,none,benign,,bit.london-sport.net,1.0,1421.0,14905.0,1
879,0,0.40625,0.40625,0.09375,,0.34375,,,,21.125,2,4,32,"{'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,putanyspb.com,1.0,1843.0,19660.0,1
880,0,0.5652173913043478,0.5652173913043478,0.043478260869565216,,0.391304347826087,,,,21,0,4,23,"{'AAAA', 'A', 'TXT'}",none,none,benign,,btg.mambu-cloud.com,1.0,1461.0,15373.0,1
881,0,0.5161290322580645,0.5161290322580645,0.16129032258064516,,0.22580645161290322,,,,21,1,3,31,"{'NS', 'AAAA', 'A', 'NULL', 'TXT'}",none,none,benign,,greaterbelize.com,1.0,1904.0,20536.0,1
882,0,0.22580645161290322,0.22580645161290322,0.0967741935483871,,0.5161290322580645,,,,21,0,1,31,"{'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,ildk5aac.org,1.0,1751.0,20186.0,1
883,0,0.3448275862068966,0.3448275862068966,0.10344827586206896,,0.3793103448275862,,,,21,0,1,29,"{'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,usb-smtp-outbound-1.mimecast.com,1.0,2218.0,20039.0,1
884,0,0.3548387096774194,0.3548387096774194,0.06451612903225806,,0.3548387096774194,,,,21,0,1,31,"{'NS', 'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,npv31h7h3s3e9tfyrr5c35ua9.org,1.0,2278.0,21181.0,1
885,0,0.4117647058823529,0.4117647058823529,0.17647058823529413,,0.29411764705882354,,,,21,0,2,17,"{'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,www.bergfex.pl,1.0,993.0,11113.0,1
886,0,0.3142857142857143,0.3142857142857143,0.08571428571428572,,0.37142857142857144,,,,21,0,2,35,"{'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,grtz4ecoxrs.com,1.0,2082.0,22666.0,1
887,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,,0.38461538461538464,,,,21,0,2,26,"{'AAAA', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,beacon-85mozemzqvpz.google.com,1.0,1933.0,17401.0,1
888,0,0.24242424242424243,0.24242424242424243,0.030303030303030304,,0.45454545454545453,,,,21,1,4,33,"{'NS', 'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,3claws.eu,1.0,1763.0,20852.0,1
889,0,0.25925925925925924,0.25925925925925924,0.037037037037037035,,0.5555555555555556,,,,21.14814814814815,2,4,27,"{'NS', 'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,bestauto59.ru,1.0,1552.0,17521.0,1
890,0,0.3333333333333333,0.3333333333333333,0.03333333333333333,,0.4666666666666667,,,,21,0,1,30,"{'NS', 'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,izzicasinosite1.top,1.0,1905.0,19612.0,1
891,0,0.42857142857142855,0.42857142857142855,0.07142857142857142,,0.35714285714285715,,,,21,0,3,28,"{'NS', 'AAAA', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,americanexpressgiftcheque.com,1.0,2054.0,19563.0,1
892,0,0.4074074074074074,0.4074074074074074,0.037037037037037035,,0.4444444444444444,,,,21,0,2,27,"{'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,777vulkanstarsy7.xyz,1.0,1737.0,17836.0,1
893,0,0.3888888888888889,0.3888888888888889,0.1388888888888889,,0.3888888888888889,,,,21.083333333333332,3,11,36,"{'NS', 'AAAA', 'A', 'MX', 'TXT', 'CNAME'}",none,none,benign,,gsmpunt.nl,1.0,1962.0,23246.0,1
894,0,0.038461538461538464,0.038461538461538464,0.15384615384615385,,0.6153846153846154,,,,21,0,23,26,"{'NS', 'AAAA', 'A', 'MX', 'TXT', 'CNAME'}",none,none,benign,,raspi-d1a56cf5.home,1.0,1650.0,17130.0,1
895,0,0.2903225806451613,0.2903225806451613,0.16129032258064516,,0.41935483870967744,,,,21,0,1,31,"{'AAAA', 'A', 'MX', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,accounts.google.fr,1.0,1928.0,20011.0,1
896,0,0.3333333333333333,0.3333333333333333,0.19047619047619047,,0.3333333333333333,,,,21,0,3,21,"{'AAAA', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,domainchecker.world4you.com,1.0,1499.0,14294.0,1
897,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.4074074074074074,,,,21.22222222222222,2,4,27,"{'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,putanyspb.com,1.0,1546.0,16725.0,1
898,0,0.2692307692307692,0.2692307692307692,0.15384615384615385,,0.46153846153846156,,,,21,0,9,26,"{'NS', 'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,btg.mambu-cloud.com,1.0,1645.0,17405.0,1
899,0,0.2777777777777778,0.2777777777777778,0.05555555555555555,,0.5555555555555556,,,,21,0,3,18,"{'AAAA', 'A', 'CNAME', 'TXT'}",none,none,benign,,domainchecker.world4you.com,1.0,1282.0,12248.0,1
900,0,0.16666666666666666,0.16666666666666666,0.08333333333333333,,0.5,,,,21,0,1,24,"{'NS', 'AAAA', 'A', 'NULL', 'TXT', 'CNAME'}",none,none,benign,,accounts.google.fr,1.0,1500.0,15503.0,1
