tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
877,0,0.3,0.3,0.15,,0.5,,,,26.1,21,7,20,"{'AAAA', 'A', 'NULL', 'TXT'}",none,none,benign,,symantec.tt.omtrdc.net,1.0,1330.0,17565.0,1
878,0,0.23809523809523808,0.23809523809523808,0.09523809523809523,,0.47619047619047616,,,,21,0,1,21,"{'CNAME', 'AAAA', 'NULL', 'A', 'TXT'}",none,none,benign,,j01q18akp5gsym2hda16z6bhz.org,1.0,1539.0,14365.0,1
879,0,0.3333333333333333,0.3333333333333333,0.0,,0.5238095238095238,,,,21,0,1,21,"{'CNAME', 'A', 'NULL', 'TXT'}",none,none,benign,,dsm40prdapp22-canary.centralus.cloudapp.azure.com,1.0,1962.0,15340.0,1
880,0,0.21739130434782608,0.21739130434782608,0.08695652173913043,,0.43478260869565216,,,,21,0,2,23,"{'CNAME', 'AAAA', 'NULL', 'A', 'NS', 'TXT', 'MX'}",none,none,benign,,belikeshiva.com,1.0,1366.0,14895.0,1
881,0,0.27586206896551724,0.27586206896551724,0.034482758620689655,,0.5862068965517241,,,,21,0,3,29,"{'CNAME', 'AAAA', 'NULL', 'A', 'NS', 'TXT'}",none,none,benign,,www.giac.org,1.0,1641.0,18785.0,1
882,0,0.34615384615384615,0.34615384615384615,0.15384615384615385,,0.4230769230769231,,,,21,0,2,26,"{'AAAA', 'A', 'TXT', 'CNAME'}",none,none,benign,,mikrotik-c3a78d57.gw,1.0,1680.0,16651.0,1
883,0,0.3103448275862069,0.3103448275862069,0.10344827586206896,,0.4482758620689655,,,,21,0,2,29,"{'AAAA', 'CNAME', 'NULL', 'A', 'TXT'}",none,none,benign,,analytics.behr.com,1.0,1813.0,19105.0,1
884,0,0.3333333333333333,0.3333333333333333,0.037037037037037035,,0.4074074074074074,,,,21,0,2,27,"{'CNAME', 'AAAA', 'NULL', 'A', 'TXT', 'NS'}",none,none,benign,,derp23c.tailscale.com,1.0,1763.0,17983.0,1
885,0,0.27586206896551724,0.27586206896551724,0.20689655172413793,,0.3448275862068966,,,,21,0,4,29,"{'AAAA', 'CNAME', 'NULL', 'A', 'TXT', 'NS'}",none,none,benign,,event-bqnkp6rtnown.cloudfront.com,1.0,2244.0,20226.0,1
886,0,0.4117647058823529,0.4117647058823529,0.23529411764705882,,0.17647058823529413,,,,21,0,1,17,"{'AAAA', 'NULL', 'A', 'NS', 'TXT', 'MX'}",none,none,benign,,www.wane.com,1.0,962.0,11006.0,1
887,0,0.45161290322580644,0.45161290322580644,0.12903225806451613,,0.3548387096774194,,,,21.29032258064516,4,7,31,"{'NULL', 'A', 'TXT', 'AAAA'}",none,none,benign,,starofservice.ru,1.0,1872.0,20656.0,1
888,0,0.25,0.25,0.20833333333333334,,0.4166666666666667,,,,21,0,3,24,"{'AAAA', 'CNAME', 'NULL', 'A', 'TXT'}",none,none,benign,,numeriqueci.click,1.0,1473.0,15860.0,1
889,0,0.25,0.25,0.15,,0.5,,,,21,0,3,20,"{'CNAME', 'A', 'TXT', 'AAAA'}",none,none,benign,,fortinet-block-page-55.fortinet.com,1.0,1590.0,13650.0,1
890,0,0.23076923076923078,0.23076923076923078,0.15384615384615385,,0.4230769230769231,,,,21.73076923076923,1,7,26,"{'AAAA', 'CNAME', 'NULL', 'A', 'TXT', 'MX'}",none,none,benign,,cash-pro.com,1.0,1465.0,17806.0,1
891,0,0.391304347826087,0.391304347826087,0.043478260869565216,,0.391304347826087,,,,21.043478260869566,2,4,23,"{'AAAA', 'NULL', 'A', 'TXT', 'MX'}",none,none,benign,,rational-racoon.de,1.0,1436.0,15364.0,1
892,0,0.3684210526315789,0.3684210526315789,0.15789473684210525,,0.42105263157894735,,,,21,0,4,19,"{'NULL', 'A', 'TXT', 'AAAA'}",none,none,benign,,ashproxy.kdc.capitalone.com,1.0,1354.0,13024.0,1
893,0,0.2916666666666667,0.2916666666666667,0.16666666666666666,,0.4583333333333333,,,,21,0,1,24,"{'AAAA', 'A', 'NULL', 'TXT'}",none,none,benign,,mikrotik-a1d32ed8.gw,1.0,1542.0,15355.0,1
