tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
541,0,0.4,0.4,0.17142857142857143,,0.22857142857142856,,,,21.057142857142857,2,7,35,"{'NS', 'AAAA', 'CNAME', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,asmn.re.it,1.0,1908.0,21990.0,1
542,0,0.32432432432432434,0.32432432432432434,0.08108108108108109,,0.4864864864864865,,,,21,0,1,37,"{'AAAA', 'CNAME', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,wmzmz0pruvbl3mv7hgmd8gdc.xyz,1.0,2680.0,25054.0,1
543,0,0.32142857142857145,0.32142857142857145,0.10714285714285714,,0.4642857142857143,,,,21,0,3,28,"{'NS', 'AAAA', 'A', 'CNAME', 'NULL', 'TXT'}",none,none,benign,,zgsnvxboye.gimkitconnect.com,1.0,2031.0,19353.0,1
544,0,0.3333333333333333,0.3333333333333333,0.037037037037037035,,0.4444444444444444,,,,23.11111111111111,1,12,27,"{'NS', 'AAAA', 'CNAME', 'A', 'NULL', 'TXT'}",none,none,benign,,a6.mylivechat.com,1.0,1656.0,18962.0,1
545,0,0.16,0.16,0.12,,0.6,,,,11,2,7,25,"{'AAAA', 'CNAME', 'A', 'NULL', 'TXT'}",none,none,benign,,logos.fandom.com,0.4,1514.0,9293.0,1
546,0,0.4,0.4,0.06666666666666667,,0.43333333333333335,,,,21,0,3,30,"{'AAAA', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,xhcode.com,1.0,1631.0,19187.0,1
547,0,0.38095238095238093,0.38095238095238093,0.047619047619047616,,0.47619047619047616,,,,21,0,2,21,"{'AAAA', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,123.cloudpt.me,1.0,1227.0,13785.0,1
548,0,0.4838709677419355,0.4838709677419355,0.12903225806451613,,0.2903225806451613,,,,21.29032258064516,2,7,31,"{'AAAA', 'CNAME', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,companyshopgroup.co.uk,1.0,2062.0,21852.0,1
549,0,0.3333333333333333,0.3333333333333333,0.2,,0.3,,,,21,2,2,30,"{'AAAA', 'CNAME', 'A', 'NULL', 'TXT'}",none,none,benign,,titanicbrewery.co.uk,1.0,1932.0,20103.0,1
550,0,0.42857142857142855,0.42857142857142855,0.10714285714285714,,0.35714285714285715,,,,21.214285714285715,2,5,28,"{'NS', 'AAAA', 'A', 'NULL', 'TXT'}",none,none,benign,,elenaruvel.com,1.0,1634.0,18510.0,1
551,0,0.2916666666666667,0.2916666666666667,0.125,,0.4166666666666667,,,,21,0,2,24,"{'NS', 'AAAA', 'CNAME', 'A', 'NULL', 'TXT'}",none,none,benign,,dszsp4b7rd79bmf7y.io,1.0,1545.0,15632.0,1
552,0,0.25,0.25,0.15625,,0.5,,,,19.21875,5,1,32,"{'AAAA', 'CNAME', 'A', 'NULL', 'TXT'}",none,none,benign,,aio330.info,1.0,1775.0,17531.0,1
553,0,0.3684210526315789,0.3684210526315789,0.05263157894736842,,0.3684210526315789,,,,21,0,1,19,"{'AAAA', 'A', 'MX', 'NULL', 'TXT'}",none,none,benign,,metrics-a7vplvzm5kok.msft.com,1.0,1397.0,12855.0,1
