tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries
877,0,0.3076923076923077,0.3076923076923077,0.1794871794871795,,0.46153846153846156,,,,21,0,3,39
878,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,,0.45454545454545453,,,,21,0,1,22
879,0,0.40625,0.40625,0.09375,,0.34375,,,,21.125,2,4,32
880,0,0.5652173913043478,0.5652173913043478,0.043478260869565216,,0.391304347826087,,,,21,0,4,23
881,0,0.5161290322580645,0.5161290322580645,0.16129032258064516,,0.22580645161290322,,,,21,1,3,31
882,0,0.22580645161290322,0.22580645161290322,0.0967741935483871,,0.5161290322580645,,,,21,0,1,31
883,0,0.3448275862068966,0.3448275862068966,0.10344827586206896,,0.3793103448275862,,,,21,0,1,29
884,0,0.3548387096774194,0.3548387096774194,0.06451612903225806,,0.3548387096774194,,,,21,0,1,31
885,0,0.4117647058823529,0.4117647058823529,0.17647058823529413,,0.29411764705882354,,,,21,0,2,17
886,0,0.3142857142857143,0.3142857142857143,0.08571428571428572,,0.37142857142857144,,,,21,0,2,35
887,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,,0.38461538461538464,,,,21,0,2,26
888,0,0.24242424242424243,0.24242424242424243,0.030303030303030304,,0.45454545454545453,,,,21,1,4,33
889,0,0.25925925925925924,0.25925925925925924,0.037037037037037035,,0.5555555555555556,,,,21.14814814814815,2,4,27
890,0,0.3333333333333333,0.3333333333333333,0.03333333333333333,,0.4666666666666667,,,,21,0,1,30
891,0,0.42857142857142855,0.42857142857142855,0.07142857142857142,,0.35714285714285715,,,,21,0,3,28
892,0,0.4074074074074074,0.4074074074074074,0.037037037037037035,,0.4444444444444444,,,,21,0,2,27
893,0,0.3888888888888889,0.3888888888888889,0.1388888888888889,,0.3888888888888889,,,,21.083333333333332,3,11,36
894,0,0.038461538461538464,0.038461538461538464,0.15384615384615385,,0.6153846153846154,,,,21,0,23,26
895,0,0.2903225806451613,0.2903225806451613,0.16129032258064516,,0.41935483870967744,,,,21,0,1,31
896,0,0.3333333333333333,0.3333333333333333,0.19047619047619047,,0.3333333333333333,,,,21,0,3,21
897,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.4074074074074074,,,,21.22222222222222,2,4,27
898,0,0.2692307692307692,0.2692307692307692,0.15384615384615385,,0.46153846153846156,,,,21,0,9,26
899,0,0.2777777777777778,0.2777777777777778,0.05555555555555555,,0.5555555555555556,,,,21,0,3,18
900,0,0.16666666666666666,0.16666666666666666,0.08333333333333333,,0.5,,,,21,0,1,24
901,0,0.2727272727272727,0.2727272727272727,0.09090909090909091,,0.5909090909090909,,,,21,0,5,22
902,0,0.4583333333333333,0.4583333333333333,0.08333333333333333,,0.375,,,,21,0,21,24
903,0,0.25,0.25,0.10714285714285714,,0.4642857142857143,,,,21.25,1,17,28
904,0,0.36,0.36,0.04,,0.48,,,,21,0,1,25
905,0,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.375,,,,21,0,1,24
906,0,0.3333333333333333,0.3333333333333333,0.10256410256410256,,0.4358974358974359,,,,21,0,1,39
907,0,0.35294117647058826,0.35294117647058826,0.08823529411764706,,0.3235294117647059,,,,21,1,2,34
908,0,0.48148148148148145,0.48148148148148145,0.1111111111111111,,0.25925925925925924,,,,21,0,1,27
909,0,0.4117647058823529,0.4117647058823529,0.058823529411764705,,0.4117647058823529,,,,21.058823529411764,2,5,17
910,0,0.2608695652173913,0.2608695652173913,0.17391304347826086,,0.4782608695652174,,,,21,0,1,23
911,0,0.36,0.36,0.08,,0.36,,,,21,1,5,25
912,0,0.17391304347826086,0.17391304347826086,0.13043478260869565,,0.43478260869565216,,,,21,0,3,23
913,0,0.35714285714285715,0.35714285714285715,0.07142857142857142,,0.42857142857142855,,,,21,0,3,28
914,0,0.2222222222222222,0.2222222222222222,0.1111111111111111,,0.5185185185185185,,,,21,0,1,27
915,0,0.34782608695652173,0.34782608695652173,0.08695652173913043,,0.4782608695652174,,,,21,0,1,23
916,0,0.3333333333333333,0.3333333333333333,0.0,,0.5555555555555556,,,,21,0,5,18
917,0,0.2916666666666667,0.2916666666666667,0.16666666666666666,,0.4166666666666667,,,,21.041666666666668,1,17,24
918,0,0.39285714285714285,0.39285714285714285,0.07142857142857142,,0.42857142857142855,,,,21,0,9,28
919,0,0.1935483870967742,0.1935483870967742,0.12903225806451613,,0.4838709677419355,,,,21,1,4,31
920,0,0.3448275862068966,0.3448275862068966,0.10344827586206896,,0.4482758620689655,,,,21.24137931034483,2,13,29
921,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.37037037037037035,,,,21.444444444444443,2,10,27
922,0,0.3333333333333333,0.3333333333333333,0.1,,0.5,,,,21,0,1,30
923,0,0.3939393939393939,0.3939393939393939,0.09090909090909091,,0.3333333333333333,,,,21,0,1,33
924,0,0.25,0.25,0.16666666666666666,,0.4583333333333333,,,,21,1,4,24
925,0,0.3157894736842105,0.3157894736842105,0.15789473684210525,,0.3157894736842105,,,,21,0,1,19
926,0,0.42857142857142855,0.42857142857142855,0.047619047619047616,,0.3333333333333333,,,,21,0,2,21
927,0,0.52,0.52,0.04,,0.32,,,,21,0,8,25
928,0,0.37037037037037035,0.37037037037037035,0.14814814814814814,,0.4444444444444444,,,,21,0,2,27
929,0,0.21739130434782608,0.21739130434782608,0.08695652173913043,,0.5652173913043478,,,,21,0,1,23
930,0,0.2857142857142857,0.2857142857142857,0.14285714285714285,,0.2857142857142857,,,,21,0,18,21
931,0,0.4,0.4,0.1,,0.35,,,,21,0,2,20
932,0,0.3888888888888889,0.3888888888888889,0.2222222222222222,,0.3888888888888889,,,,21,0,4,18
933,0,0.48,0.48,0.08,,0.44,,,,21,0,2,25
934,0,0.30303030303030304,0.30303030303030304,0.09090909090909091,,0.36363636363636365,,,,21,0,9,33
935,0,0.4482758620689655,0.4482758620689655,0.06896551724137931,,0.3448275862068966,,,,21,0,20,29
936,0,0.3,0.3,0.05,,0.55,,,,21,0,7,20
937,0,0.19444444444444445,0.19444444444444445,0.08333333333333333,,0.4444444444444444,,,,21,0,13,36
938,0,0.3333333333333333,0.3333333333333333,0.14814814814814814,,0.4074074074074074,,,,21.444444444444443,2,22,27
939,0,0.52,0.52,0.12,,0.28,,,,21,0,2,25
940,0,0.41935483870967744,0.41935483870967744,0.06451612903225806,,0.2903225806451613,,,,21,0,1,31
941,0,0.3333333333333333,0.3333333333333333,0.18518518518518517,,0.2962962962962963,,,,21,0,7,27
942,0,0.2413793103448276,0.2413793103448276,0.10344827586206896,,0.4827586206896552,,,,21,0,27,29
943,0,0.2777777777777778,0.2777777777777778,0.05555555555555555,,0.6666666666666666,,,,21,0,2,18
944,0,0.23076923076923078,0.23076923076923078,0.038461538461538464,,0.5384615384615384,,,,21,0,2,26
945,0,0.4230769230769231,0.4230769230769231,0.0,,0.4230769230769231,,,,21,0,2,26
946,0,0.4375,0.4375,0.03125,,0.4375,,,,21,0,3,32
947,0,0.41379310344827586,0.41379310344827586,0.0,,0.3793103448275862,,,,21,0,9,29
948,0,0.41379310344827586,0.41379310344827586,0.1724137931034483,,0.2413793103448276,,,,21.20689655172414,2,11,29
949,0,0.5454545454545454,0.5454545454545454,0.045454545454545456,,0.3181818181818182,,,,21,0,14,22
950,0,0.36363636363636365,0.36363636363636365,0.09090909090909091,,0.4090909090909091,,,,21,0,1,22
951,0,0.3448275862068966,0.3448275862068966,0.20689655172413793,,0.2413793103448276,,,,21,0,2,29
952,0,0.46875,0.46875,0.03125,,0.40625,,,,21.46875,2,10,32
953,0,0.30434782608695654,0.30434782608695654,0.08695652173913043,,0.5217391304347826,,,,21,0,1,23
954,0,0.45454545454545453,0.45454545454545453,0.030303030303030304,,0.3939393939393939,,,,21,0,9,33
955,0,0.5454545454545454,0.5454545454545454,0.09090909090909091,,0.2727272727272727,,,,21,0,7,22
956,0,0.5789473684210527,0.5789473684210527,0.05263157894736842,,0.2631578947368421,,,,21,1,3,19
957,0,0.17391304347826086,0.17391304347826086,0.13043478260869565,,0.5217391304347826,,,,21,0,14,23
958,0,0.3333333333333333,0.3333333333333333,0.06666666666666667,,0.5666666666666667,,,,21,0,1,30
959,0,0.3,0.3,0.13333333333333333,,0.4,,,,21,1,4,30
960,0,0.45,0.45,0.1,,0.4,,,,21.2,1,9,20
961,0,0.5,0.5,0.03333333333333333,,0.3333333333333333,,,,21.4,1,25,30
962,0,0.23809523809523808,0.23809523809523808,0.23809523809523808,,0.38095238095238093,,,,21,0,10,21
963,0,0.30434782608695654,0.30434782608695654,0.17391304347826086,,0.391304347826087,,,,21,0,7,23
964,0,0.2962962962962963,0.2962962962962963,0.037037037037037035,,0.5555555555555556,,,,21,1,5,27
965,0,0.2647058823529412,0.2647058823529412,0.08823529411764706,,0.47058823529411764,,,,21,0,2,34
966,0,0.16666666666666666,0.16666666666666666,0.06666666666666667,,0.5666666666666667,,,,21,0,2,30
967,0,0.125,0.125,0.125,,0.625,,,,21,0,1,24
968,0,0.4,0.4,0.1,,0.5,,,,21,0,1,20
969,0,0.40625,0.40625,0.0625,,0.34375,,,,21,0,15,32
970,0,0.32,0.32,0.2,,0.36,,,,21,0,1,25
971,0,0.46153846153846156,0.46153846153846156,0.05128205128205128,,0.28205128205128205,,,,21,0,16,39
972,0,0.4,0.4,0.0,,0.4,,,,21,0,13,25
973,0,0.5416666666666666,0.5416666666666666,0.041666666666666664,,0.16666666666666666,,,,21.291666666666668,2,9,24
