tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries
877,0,0.3,0.3,0.15,,0.5,,,,26.1,21,7,20
878,0,0.23809523809523808,0.23809523809523808,0.09523809523809523,,0.47619047619047616,,,,21,0,1,21
879,0,0.3333333333333333,0.3333333333333333,0.0,,0.5238095238095238,,,,21,0,1,21
880,0,0.21739130434782608,0.21739130434782608,0.08695652173913043,,0.43478260869565216,,,,21,0,2,23
881,0,0.27586206896551724,0.27586206896551724,0.034482758620689655,,0.5862068965517241,,,,21,0,3,29
882,0,0.34615384615384615,0.34615384615384615,0.15384615384615385,,0.4230769230769231,,,,21,0,2,26
883,0,0.3103448275862069,0.3103448275862069,0.10344827586206896,,0.4482758620689655,,,,21,0,2,29
884,0,0.3333333333333333,0.3333333333333333,0.037037037037037035,,0.4074074074074074,,,,21,0,2,27
885,0,0.27586206896551724,0.27586206896551724,0.20689655172413793,,0.3448275862068966,,,,21,0,4,29
886,0,0.4117647058823529,0.4117647058823529,0.23529411764705882,,0.17647058823529413,,,,21,0,1,17
887,0,0.45161290322580644,0.45161290322580644,0.12903225806451613,,0.3548387096774194,,,,21.29032258064516,4,7,31
888,0,0.25,0.25,0.20833333333333334,,0.4166666666666667,,,,21,0,3,24
889,0,0.25,0.25,0.15,,0.5,,,,21,0,3,20
890,0,0.23076923076923078,0.23076923076923078,0.15384615384615385,,0.4230769230769231,,,,21.73076923076923,1,7,26
891,0,0.391304347826087,0.391304347826087,0.043478260869565216,,0.391304347826087,,,,21.043478260869566,2,4,23
892,0,0.3684210526315789,0.3684210526315789,0.15789473684210525,,0.42105263157894735,,,,21,0,4,19
893,0,0.2916666666666667,0.2916666666666667,0.16666666666666666,,0.4583333333333333,,,,21,0,1,24
894,0,0.35714285714285715,0.35714285714285715,0.10714285714285714,,0.4642857142857143,,,,21,0,1,28
895,0,0.3,0.3,0.2,,0.4,,,,21.5,2,3,30
896,0,0.15384615384615385,0.15384615384615385,0.11538461538461539,,0.6153846153846154,,,,21,0,17,26
897,0,0.27586206896551724,0.27586206896551724,0.06896551724137931,,0.4482758620689655,,,,21.103448275862068,4,6,29
898,0,0.15789473684210525,0.15789473684210525,0.05263157894736842,,0.5263157894736842,,,,21,0,2,19
899,0,0.25,0.25,0.03571428571428571,,0.5357142857142857,,,,21,0,1,28
900,0,0.25925925925925924,0.25925925925925924,0.1111111111111111,,0.5185185185185185,,,,21,0,8,27
901,0,0.125,0.125,0.25,,0.5416666666666666,,,,21,0,4,24
902,0,0.5,0.5,0.07692307692307693,,0.19230769230769232,,,,21,0,2,26
903,0,0.19230769230769232,0.19230769230769232,0.07692307692307693,,0.6153846153846154,,,,21,0,1,26
904,0,0.3333333333333333,0.3333333333333333,0.125,,0.4583333333333333,,,,21,0,3,24
905,0,0.48148148148148145,0.48148148148148145,0.07407407407407407,,0.2962962962962963,,,,21,0,7,27
906,0,0.2903225806451613,0.2903225806451613,0.06451612903225806,,0.4838709677419355,,,,21,0,8,31
907,0,0.36,0.36,0.04,,0.32,,,,21,0,1,25
908,0,0.4166666666666667,0.4166666666666667,0.16666666666666666,,0.2916666666666667,,,,26.666666666666668,23,7,24
909,0,0.2777777777777778,0.2777777777777778,0.05555555555555555,,0.3888888888888889,,,,21,0,13,18
910,0,0.2413793103448276,0.2413793103448276,0.1724137931034483,,0.4827586206896552,,,,21,0,1,29
911,0,0.2916666666666667,0.2916666666666667,0.16666666666666666,,0.5,,,,21.125,0,5,24
912,0,0.4,0.4,0.12,,0.28,,,,21.16,1,4,25
913,0,0.2692307692307692,0.2692307692307692,0.19230769230769232,,0.4230769230769231,,,,21.46153846153846,2,6,26
914,0,0.5652173913043478,0.5652173913043478,0.21739130434782608,,0.08695652173913043,,,,21,0,1,23
915,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,,0.38095238095238093,,,,21,0,2,21
916,0,0.2972972972972973,0.2972972972972973,0.13513513513513514,,0.35135135135135137,,,,21,0,6,37
917,0,0.40540540540540543,0.40540540540540543,0.10810810810810811,,0.40540540540540543,,,,21,0,4,37
918,0,0.44,0.44,0.04,,0.44,,,,21,0,1,25
919,0,0.3076923076923077,0.3076923076923077,0.07692307692307693,,0.5384615384615384,,,,26.03846153846154,23,9,26
920,0,0.4642857142857143,0.4642857142857143,0.10714285714285714,,0.32142857142857145,,,,21,0,1,28
921,0,0.45454545454545453,0.45454545454545453,0.09090909090909091,,0.3181818181818182,,,,21,0,5,22
922,0,0.37142857142857144,0.37142857142857144,0.17142857142857143,,0.34285714285714286,,,,21.257142857142856,4,11,35
923,0,0.23333333333333334,0.23333333333333334,0.13333333333333333,,0.3,,,,21,0,7,30
924,0,0.41379310344827586,0.41379310344827586,0.10344827586206896,,0.3103448275862069,,,,21,0,6,29
925,0,0.17391304347826086,0.17391304347826086,0.34782608695652173,,0.30434782608695654,,,,21.52173913043478,2,6,23
926,0,0.35294117647058826,0.35294117647058826,0.08823529411764706,,0.3235294117647059,,,,21,0,9,34
927,0,0.2413793103448276,0.2413793103448276,0.10344827586206896,,0.3793103448275862,,,,21,0,3,29
928,0,0.375,0.375,0.03125,,0.5,,,,21,0,1,32
929,0,0.5555555555555556,0.5555555555555556,0.0,,0.2777777777777778,,,,21,0,13,18
930,0,0.2727272727272727,0.2727272727272727,0.22727272727272727,,0.45454545454545453,,,,21,0,6,22
931,0,0.32142857142857145,0.32142857142857145,0.03571428571428571,,0.5357142857142857,,,,21,0,2,28
932,0,0.3076923076923077,0.3076923076923077,0.07692307692307693,,0.5384615384615384,,,,21.03846153846154,2,9,26
933,0,0.2727272727272727,0.2727272727272727,0.21212121212121213,,0.36363636363636365,,,,21.454545454545453,0,10,33
934,0,0.4,0.4,0.16666666666666666,,0.3,,,,21,0,2,30
935,0,0.4090909090909091,0.4090909090909091,0.045454545454545456,,0.36363636363636365,,,,21,0,2,22
936,0,0.4,0.4,0.2,,0.36,,,,21,0,1,25
937,0,0.40476190476190477,0.40476190476190477,0.09523809523809523,,0.42857142857142855,,,,21,0,13,42
938,0,0.2608695652173913,0.2608695652173913,0.08695652173913043,,0.5217391304347826,,,,21,0,3,23
939,0,0.39285714285714285,0.39285714285714285,0.14285714285714285,,0.42857142857142855,,,,21,0,1,28
940,0,0.1875,0.1875,0.1875,,0.34375,,,,21,0,8,32
941,0,0.42105263157894735,0.42105263157894735,0.0,,0.42105263157894735,,,,21,0,4,19
942,0,0.47619047619047616,0.47619047619047616,0.0,,0.42857142857142855,,,,21,0,8,21
943,0,0.37037037037037035,0.37037037037037035,0.0,,0.5555555555555556,,,,21,0,10,27
944,0,0.21212121212121213,0.21212121212121213,0.15151515151515152,,0.48484848484848486,,,,21.363636363636363,2,6,33
945,0,0.4,0.4,0.13333333333333333,,0.36666666666666664,,,,21,0,1,30
946,0,0.34782608695652173,0.34782608695652173,0.043478260869565216,,0.5652173913043478,,,,21.130434782608695,2,11,23
947,0,0.35,0.35,0.1,,0.475,,,,21,0,1,40
948,0,0.34615384615384615,0.34615384615384615,0.19230769230769232,,0.34615384615384615,,,,21,0,18,26
949,0,0.25,0.25,0.1,,0.35,,,,21,0,3,20
950,0,0.3333333333333333,0.3333333333333333,0.14814814814814814,,0.3333333333333333,,,,20.444444444444443,0,1,27
951,0,0.2962962962962963,0.2962962962962963,0.14814814814814814,,0.5185185185185185,,,,21,0,2,27
952,0,0.3076923076923077,0.3076923076923077,0.11538461538461539,,0.4230769230769231,,,,26.153846153846153,23,6,26
953,0,0.2857142857142857,0.2857142857142857,0.14285714285714285,,0.4642857142857143,,,,21,0,1,28
954,0,0.5161290322580645,0.5161290322580645,0.12903225806451613,,0.22580645161290322,,,,21.096774193548388,0,12,31
955,0,0.27586206896551724,0.27586206896551724,0.13793103448275862,,0.4482758620689655,,,,21,0,9,29
956,0,0.42857142857142855,0.42857142857142855,0.09523809523809523,,0.38095238095238093,,,,21,0,7,21
957,0,0.35,0.35,0.2,,0.35,,,,21,0,6,20
958,0,0.29411764705882354,0.29411764705882354,0.11764705882352941,,0.38235294117647056,,,,21,0,13,34
959,0,0.3939393939393939,0.3939393939393939,0.030303030303030304,,0.3333333333333333,,,,21,0,1,33
960,0,0.26666666666666666,0.26666666666666666,0.2,,0.5,,,,21,0,2,30
961,0,0.2608695652173913,0.2608695652173913,0.08695652173913043,,0.6086956521739131,,,,21,0,2,23
962,0,0.2857142857142857,0.2857142857142857,0.09523809523809523,,0.42857142857142855,,,,21,0,8,21
963,0,0.3793103448275862,0.3793103448275862,0.10344827586206896,,0.3448275862068966,,,,21,0,2,29
964,0,0.4857142857142857,0.4857142857142857,0.08571428571428572,,0.2857142857142857,,,,21,0,17,35
965,0,0.3333333333333333,0.3333333333333333,0.030303030303030304,,0.36363636363636365,,,,25.78787878787879,23,8,33
966,0,0.43333333333333335,0.43333333333333335,0.06666666666666667,,0.4,,,,21.5,2,7,30
967,0,0.20689655172413793,0.20689655172413793,0.1724137931034483,,0.5172413793103449,,,,21,0,8,29
968,0,0.36363636363636365,0.36363636363636365,0.030303030303030304,,0.36363636363636365,,,,21,0,1,33
969,0,0.3548387096774194,0.3548387096774194,0.03225806451612903,,0.5161290322580645,,,,21,0,2,31
970,0,0.375,0.375,0.125,,0.4583333333333333,,,,21,0,5,24
971,0,0.4230769230769231,0.4230769230769231,0.038461538461538464,,0.38461538461538464,,,,21.307692307692307,1,7,26
972,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,,0.3076923076923077,,,,21.115384615384617,2,9,26
973,0,0.5714285714285714,0.5714285714285714,0.03571428571428571,,0.32142857142857145,,,,21,0,1,28
974,0,0.14814814814814814,0.14814814814814814,0.07407407407407407,,0.37037037037037035,,,,21,0,7,27
