tunnel_id,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,total_queries,successful_queries,success_rate_pct,duration_seconds,label,ts_start_utc,ts_end_utc,accepted,insert_position
877,none,none,benign,realistic,rr3---sn-gjo-qj5s.googlevideo.com,27,27,100.0,293.470903635025,0,2026-01-07T17:58:56.013878,2026-01-07T18:03:49.484782,1,-1
878,none,none,benign,realistic,waws-prod-sn1-177.sip.azurewebsites.windows.net,25,25,100.0,291.83451676368713,0,2026-01-07T17:58:56.630151,2026-01-07T18:03:48.464667,1,-1
879,none,none,benign,realistic,eyecatch.at,26,26,100.0,295.3266267776489,0,2026-01-07T17:58:57.409571,2026-01-07T18:03:52.736198,1,-1
880,none,none,benign,realistic,arduino-f3bec9de.home,37,37,100.0,290.9871256351471,0,2026-01-07T17:58:57.964096,2026-01-07T18:03:48.951222,1,-1
881,none,none,benign,realistic,apigw.iqiyi.com,29,29,100.0,287.42910146713257,0,2026-01-07T17:58:58.838677,2026-01-07T18:03:46.267778,1,-1
882,none,none,benign,realistic,r3---sn-vgqsrnl6.googlevideo.com,30,30,100.0,293.4727466106415,0,2026-01-07T17:58:59.398216,2026-01-07T18:03:52.870963,1,-1
883,none,none,benign,realistic,sya3644u.org,27,27,100.0,283.16182255744934,0,2026-01-07T17:59:00.067319,2026-01-07T18:03:43.229142,1,-1
884,none,none,benign,realistic,leonbets-rbh.site,28,28,100.0,292.82957100868225,0,2026-01-07T17:59:01.255948,2026-01-07T18:03:54.085519,1,-1
885,none,none,benign,realistic,heyboxbj.max-c.com,16,16,100.0,278.6392910480499,0,2026-01-07T17:59:02.780913,2026-01-07T18:03:41.420204,1,-1
886,none,none,benign,realistic,metrics-gsdaxc30e1dy.cloudfront.com,30,30,100.0,268.4761176109314,0,2026-01-07T17:59:03.393545,2026-01-07T18:03:31.869663,1,-1
887,none,none,benign,realistic,guzenka.myiplist.com,27,27,100.0,274.7243058681488,0,2026-01-07T17:59:05.935244,2026-01-07T18:03:40.659550,1,-1
888,none,none,benign,realistic,osor-promet.hr,29,29,100.0,283.05540657043457,0,2026-01-07T17:59:07.608744,2026-01-07T18:03:50.664150,1,-1
889,none,none,benign,realistic,pornfck.com,35,35,100.0,272.79533290863037,0,2026-01-07T17:59:11.202276,2026-01-07T18:03:43.997609,1,-1
890,none,none,benign,realistic,rxakrsq50mtit3ljshu.net,27,27,100.0,281.63261008262634,0,2026-01-07T17:59:11.913464,2026-01-07T18:03:53.546074,1,-1
891,none,none,benign,realistic,itravelsoftware.com,34,34,100.0,280.3074872493744,0,2026-01-07T17:59:13.150392,2026-01-07T18:03:53.457879,1,-1
892,none,none,benign,realistic,ws.ale.dradis.netflix.com,24,24,100.0,273.3866124153137,0,2026-01-07T17:59:13.819209,2026-01-07T18:03:47.205822,1,-1
893,none,none,benign,realistic,magische-spiegelungen.de,32,32,100.0,270.55359506607056,0,2026-01-07T17:59:15.293109,2026-01-07T18:03:45.846704,1,-1
894,none,none,benign,realistic,ww.bmovies.vip,18,18,100.0,269.2477378845215,0,2026-01-07T17:59:20.734870,2026-01-07T18:03:49.982608,1,-1
895,none,none,benign,realistic,yto21prdstr04a.store.core.windows.net,18,18,100.0,257.7691490650177,0,2026-01-07T17:59:22.685194,2026-01-07T18:03:40.454343,1,-1
896,none,none,benign,realistic,arduino-a60826b0.wifi,32,32,100.0,264.6981043815613,0,2026-01-07T17:59:23.242843,2026-01-07T18:03:47.940948,1,-1
897,none,none,benign,realistic,heyboxbj.max-c.com,34,34,100.0,291.1239047050476,0,2026-01-07T18:03:55.626056,2026-01-07T18:08:46.749961,1,-1
898,none,none,benign,realistic,yto21prdstr04a.store.core.windows.net,23,23,100.0,280.5707337856293,0,2026-01-07T18:03:55.834916,2026-01-07T18:08:36.405650,1,-1
899,none,none,benign,realistic,leonbets-rbh.site,29,29,100.0,293.753541469574,0,2026-01-07T18:03:56.948443,2026-01-07T18:08:50.701984,1,-1
900,none,none,benign,realistic,waws-prod-sn1-177.sip.azurewebsites.windows.net,22,22,100.0,289.04417967796326,0,2026-01-07T18:03:57.163826,2026-01-07T18:08:46.208006,1,-1
901,none,none,benign,realistic,rxakrsq50mtit3ljshu.net,26,26,100.0,279.38208866119385,0,2026-01-07T18:03:57.581645,2026-01-07T18:08:36.963734,1,-1
902,none,none,benign,realistic,arduino-f3bec9de.home,34,34,100.0,288.55744767189026,0,2026-01-07T18:03:59.706549,2026-01-07T18:08:48.263996,1,-1
903,none,none,benign,realistic,itravelsoftware.com,25,25,100.0,291.10484647750854,0,2026-01-07T18:04:00.403901,2026-01-07T18:08:51.508747,1,-1
904,none,none,benign,realistic,eyecatch.at,25,25,100.0,280.8788375854492,0,2026-01-07T18:04:00.955946,2026-01-07T18:08:41.834784,1,-1
905,none,none,benign,realistic,magische-spiegelungen.de,19,19,100.0,291.59104228019714,0,2026-01-07T18:04:01.680149,2026-01-07T18:08:53.271191,1,-1
906,none,none,benign,realistic,metrics-gsdaxc30e1dy.cloudfront.com,30,30,100.0,292.07796239852905,0,2026-01-07T18:04:02.293052,2026-01-07T18:08:54.371015,1,-1
907,none,none,benign,realistic,ws.ale.dradis.netflix.com,17,17,100.0,281.712899684906,0,2026-01-07T18:04:05.706319,2026-01-07T18:08:47.419219,1,-1
908,none,none,benign,realistic,pornfck.com,34,34,100.0,287.9529571533203,0,2026-01-07T18:04:07.265468,2026-01-07T18:08:55.218425,1,-1
909,none,none,benign,realistic,rr3---sn-gjo-qj5s.googlevideo.com,19,19,100.0,283.0076231956482,0,2026-01-07T18:04:09.060197,2026-01-07T18:08:52.067820,1,-1
910,none,none,benign,realistic,apigw.iqiyi.com,28,28,100.0,278.23314142227173,0,2026-01-07T18:04:15.589695,2026-01-07T18:08:53.822837,1,-1
911,none,none,benign,realistic,r3---sn-vgqsrnl6.googlevideo.com,29,29,100.0,267.1748423576355,0,2026-01-07T18:04:16.150432,2026-01-07T18:08:43.325275,1,-1
912,none,none,benign,realistic,guzenka.myiplist.com,23,23,100.0,265.1512920856476,0,2026-01-07T18:04:20.439032,2026-01-07T18:08:45.590324,1,-1
913,none,none,benign,realistic,osor-promet.hr,21,21,100.0,264.0088994503021,0,2026-01-07T18:04:24.750001,2026-01-07T18:08:48.758901,1,-1
914,none,none,benign,realistic,ww.bmovies.vip,29,29,100.0,259.9258360862732,0,2026-01-07T18:04:30.161561,2026-01-07T18:08:50.087397,1,-1
915,none,none,benign,realistic,arduino-a60826b0.wifi,27,27,100.0,259.1961736679077,0,2026-01-07T18:04:33.430801,2026-01-07T18:08:52.626975,1,-1
916,none,none,benign,realistic,sya3644u.org,22,22,100.0,223.0237171649933,0,2026-01-07T18:04:35.208776,2026-01-07T18:08:18.232493,1,-1
917,none,none,benign,realistic,rr3---sn-gjo-qj5s.googlevideo.com,25,25,100.0,295.8976056575775,0,2026-01-07T18:08:55.800518,2026-01-07T18:13:51.698123,1,-1
918,none,none,benign,realistic,guzenka.myiplist.com,22,22,100.0,271.3385078907013,0,2026-01-07T18:08:56.610018,2026-01-07T18:13:27.948525,1,-1
919,none,none,benign,realistic,arduino-f3bec9de.home,22,22,100.0,297.1601333618164,0,2026-01-07T18:08:57.165184,2026-01-07T18:13:54.325317,1,-1
920,none,none,benign,realistic,leonbets-rbh.site,25,25,100.0,278.8354275226593,0,2026-01-07T18:08:57.854300,2026-01-07T18:13:36.689728,1,-1
921,none,none,benign,realistic,ws.ale.dradis.netflix.com,25,25,100.0,242.55834341049194,0,2026-01-07T18:08:58.468602,2026-01-07T18:13:01.026945,1,-1
922,none,none,benign,realistic,osor-promet.hr,28,28,100.0,290.4208400249481,0,2026-01-07T18:08:59.537098,2026-01-07T18:13:49.957938,1,-1
923,none,none,benign,realistic,eyecatch.at,30,30,100.0,279.626314163208,0,2026-01-07T18:09:00.072469,2026-01-07T18:13:39.698783,1,-1
924,none,none,benign,realistic,ww.bmovies.vip,27,27,100.0,294.6171283721924,0,2026-01-07T18:09:00.635591,2026-01-07T18:13:55.252720,1,-1
925,none,none,benign,realistic,r3---sn-vgqsrnl6.googlevideo.com,23,23,100.0,289.33178973197937,0,2026-01-07T18:09:01.805312,2026-01-07T18:13:51.137102,1,-1
926,none,none,benign,realistic,rxakrsq50mtit3ljshu.net,27,27,100.0,276.0033988952637,0,2026-01-07T18:09:02.366270,2026-01-07T18:13:38.369669,1,-1
927,none,none,benign,realistic,itravelsoftware.com,24,24,100.0,278.44492387771606,0,2026-01-07T18:09:03.202970,2026-01-07T18:13:41.647894,1,-1
